mock_id,target,z_lo,z_hi,n_bcuts,N_min,N_max,amp_mean,amp_min,amp_max,amp_cv,snr_max,snr_mean,max_pair_direction_sep_deg,mean_resultant_length,coherence_score
45,broad_0p95_1p45,0.95,1.45,6,95685,192357,0.0007675671350435235,0.00024923953136488986,0.0015811632905689886,0.538871905108486,1.10021739621414,0.8877830873048992,142.4534331768749,0.6403933608335043,0.16913926665984944
45,narrow_1p15_1p35,1.15,1.35,6,37707,76060,0.0008742282471931106,0.00042128548880430045,0.0015086719239126261,0.4973396662292239,1.815247175611437,1.2434399936899754,153.89783988659147,0.558281165008665,0.22928265025431896
46,broad_0p95_1p45,0.95,1.45,6,95348,192357,0.0016170304169011208,0.0005922761740655144,0.0035227898707962833,0.7662229014749669,2.111904971960311,1.2513698570773626,149.02750297821993,0.5825274850346555,0.2853251229228287
46,narrow_1p15_1p35,1.15,1.35,6,37806,76060,0.0015954599127054007,0.0008310344143708197,0.0022862438109635093,0.3819861193979106,3.3097544623710613,2.5474384503428955,14.079978386340786,0.9952865831065435,2.5090892632104276
47,broad_0p95_1p45,0.95,1.45,6,95220,192357,0.0013274768548367552,0.0006690730859631142,0.0016699589288742224,0.2655415060735865,1.776529613472994,1.3738155765866151,58.74814764384127,0.9461961886555494,0.7290978339031016
47,narrow_1p15_1p35,1.15,1.35,6,37414,76060,0.0010961821288258532,0.0006112407580684958,0.0016194560077890054,0.3766493510254704,2.43854575877421,2.1879377911234155,71.15608618352164,0.8888321864565345,0.8396943400834759
48,broad_0p95_1p45,0.95,1.45,6,95918,192357,0.0014297459437514481,0.0008184332969101523,0.0034185730144471933,0.6297229351183465,1.8237200904295736,1.2395587713694411,74.6697160663962,0.8920735990347838,0.6117685151935239
48,narrow_1p15_1p35,1.15,1.35,6,37648,76060,0.000977019553813292,0.000562344905977907,0.0015193409676423108,0.30086405777660447,2.188764335062901,1.9302206872002887,78.10296122412771,0.8467499761086662,0.6774827010631197
49,broad_0p95_1p45,0.95,1.45,6,95169,192357,0.0023340947779769074,0.0014878116293745322,0.0028998184846561574,0.2031417157573149,2.928184626284128,2.2842522932973464,25.451272943959854,0.986654518499082,1.8453860552234571
49,narrow_1p15_1p35,1.15,1.35,6,37695,76060,0.00114025170948919,0.0007436996562310846,0.0015293560175321662,0.2843692302972206,2.4406909936691785,1.520371818109784,29.880412771881723,0.9723199662986907,1.4261535474874945
50,broad_0p95_1p45,0.95,1.45,6,95251,192357,0.0018596639809086806,0.001335969048568856,0.0022345426505018464,0.17383600031709695,2.008009868790436,1.6076388773112702,51.330475526490254,0.9539382085805651,0.8948183811608822
50,narrow_1p15_1p35,1.15,1.35,6,37808,76060,0.0017098421267548105,0.0006447130110627034,0.0039620510895576454,0.6202733640378749,3.6345383005617173,2.2270182126614277,38.25765607933012,0.9740482101972812,1.9134540437123029
51,broad_0p95_1p45,0.95,1.45,6,95456,192357,0.0021799895005419063,0.0015292012715017672,0.00314604175735489,0.2614893562433773,2.693133753045955,1.9993045031719863,68.4827025064816,0.8915832268745055,0.9521440475156976
51,narrow_1p15_1p35,1.15,1.35,6,37562,76060,0.0009075383911872553,0.0003441025256309019,0.001968811811424698,0.573885763055818,1.7958021210251678,1.1632280211194705,73.96595750215926,0.9190238751901233,0.6242737641473249
52,broad_0p95_1p45,0.95,1.45,6,95169,192357,0.0009193772181315714,0.0006235302607391688,0.0011339645529307592,0.20487736295009765,1.5860734484615762,1.014870713973682,161.25676870311335,0.3656177425368769,0.12651874108990221
52,narrow_1p15_1p35,1.15,1.35,6,37617,76060,0.001524714351681076,0.0011353806547014353,0.0018252971086251469,0.1734893740420123,2.9643044111275674,2.2271912942654377,36.088035428341705,0.9592345599123563,1.5779867523059579
53,broad_0p95_1p45,0.95,1.45,6,95912,192357,0.0013736086738349428,0.0007946219052035134,0.0027285755398811905,0.4955027989337275,2.1745589603842115,1.4069734226865316,86.90929417416596,0.847746440622729,0.6288894073454585
53,narrow_1p15_1p35,1.15,1.35,6,37502,76060,0.0017253638481765853,0.0015642564825301861,0.0019439574622134377,0.08333967935211244,3.318244114484585,2.746684711506123,35.99240856017291,0.9696014724761218,1.787597747105046
54,broad_0p95_1p45,0.95,1.45,6,95288,192357,0.0011253312751105318,0.0008710278034202342,0.0014356987309991497,0.1695805528645258,1.585223369727616,1.33713946495371,103.65796539369781,0.718486284589596,0.34477302360806805
54,narrow_1p15_1p35,1.15,1.35,6,37723,76060,0.0008139155166941376,0.0005292967238827033,0.0010605735457055922,0.2144526128645389,1.668210331374522,1.5116758457985513,74.03685925779304,0.8797462143891431,0.5548035959970785
55,broad_0p95_1p45,0.95,1.45,6,95635,192357,0.0011820588431884474,0.0005485631030570133,0.0016452150438214606,0.3462561765288491,1.7763915389999525,1.3115906717162797,132.14453739195542,0.689813492729893,0.3112828041476291
55,narrow_1p15_1p35,1.15,1.35,6,37423,76060,0.0006897412347392135,0.0004915840648276109,0.000860099327690993,0.22028303645554712,1.2419011580892771,1.189590990637775,108.77719562704787,0.7660973867689509,0.2784143335304672
56,broad_0p95_1p45,0.95,1.45,6,95469,192357,0.000952745403094299,0.0005763934184138411,0.001317541701888666,0.2610692388861697,1.2646122300604405,0.8558631224246661,144.59875022898626,0.5735012405011634,0.17213484098260523
56,narrow_1p15_1p35,1.15,1.35,6,37539,76060,0.0018524632820964499,0.0010861300952977597,0.002556495281279145,0.27582991673849305,3.4413221701280343,3.060231322606473,30.31743150274442,0.9827093767029385,2.020539965071411
57,broad_0p95_1p45,0.95,1.45,6,95451,192357,0.001081777315724367,0.0006390245521877389,0.0015110611795776851,0.2687697432943979,1.7988985164474247,1.4051288348718334,72.1774761942512,0.8705874276394763,0.601433242375014
57,narrow_1p15_1p35,1.15,1.35,6,37483,76060,0.0011649024820697617,0.0005683252123871966,0.002527190779153654,0.6075402829172719,2.154323321899659,1.4140029879605114,69.32912332164113,0.9130442940771536,0.7742092756242387
58,broad_0p95_1p45,0.95,1.45,6,95709,192357,0.001225905395687839,0.0006582413537926312,0.001838542126938034,0.34601956563422587,1.1543043977753928,0.9585002912596373,35.2386216781036,0.9699364202768552,0.6279031636296555
58,narrow_1p15_1p35,1.15,1.35,6,37759,76060,0.001689015584241797,0.0005686348123256256,0.003739187193007357,0.6970109874168433,3.6123482074928366,2.259493838484731,58.59072478688506,0.9001305387480157,1.4124944344007795
59,broad_0p95_1p45,0.95,1.45,6,95277,192357,0.001000142754857329,0.0006632065161910112,0.0018587986892851858,0.45966348964774845,1.70687968756914,1.5152604453179086,82.03360895103606,0.8172596685954735,0.49414778710234825
59,narrow_1p15_1p35,1.15,1.35,6,37791,76060,0.0013467967395934977,0.0003668346365274877,0.0026450790231463584,0.5929489039119622,2.5651172211051576,1.7700801427206232,37.243357721803356,0.9601736424588677,1.3476238156936307
60,broad_0p95_1p45,0.95,1.45,6,95208,192357,0.0010311099727113092,0.0005955534753062726,0.0012819425717028148,0.22137058591696215,1.669386699151585,1.1542980804289942,59.0636205492812,0.9132162056800462,0.6592408957369443
