mock_id,max_snr,max_snr_window_index,max_snr_tag,max_snr_bcut_deg,max_snr_amp,max_snr_l_deg,max_snr_b_deg,max_snr_sep_cmb_deg,max_priority,max_priority_window_index,max_priority_tag,max_priority_bcut_deg,max_priority_snr,max_priority_amp,max_priority_l_deg,max_priority_b_deg,max_priority_sep_cmb_deg,max_abs_par,max_abs_par_window_index,max_abs_par_tag,max_abs_par_bcut_deg,max_abs_par_snr,max_z1p00_snr,max_z1p00_snr_bcut_deg,max_z1p00_priority,max_z1p00_priority_bcut_deg
32,3.1075242665641247,1,z0p10_0p30,10.0,0.003138063390528409,114.14110745855943,-45.61980544824621,159.40056232710123,0.026857395987265265,47,z1p50_1p60,15.0,2.8362221460224313,0.0009702517936604348,197.45520126397946,-4.770173079646218,78.35535418298684,0.0029374249964743337,1,z0p10_0p30,10.0,3.1075242665641247,2.782673096512461,30.0,0.02671446758584511,30.0
33,3.824695307595757,45,z1p40_1p50,15.0,0.0009853188330120576,1.6708713844636622,-5.290674429660891,99.03598871549544,0.03653567422622015,45,z1p40_1p50,15.0,3.824695307595757,0.0009853188330120576,1.6708713844636622,-5.290674429660891,99.03598871549544,0.003686569241279852,153,z1p00_1p50,35.0,2.6668678640459373,2.6668678640459373,35.0,0.025602703817087822,35.0
34,3.5771410852266943,136,z2p00_2p10,30.0,0.0027360943052715707,278.21380609277344,30.236906475480197,21.027123077067948,0.03363214395207631,69,z1p00_1p50,20.0,3.5032426475557026,0.0016866661938242788,250.99255163410285,-52.98921047135784,101.84557655371529,0.0035714714391448326,130,z1p50_2p50,30.0,3.1491184353049433,3.5032426475557026,20.0,0.03363214395207631,20.0
35,3.3654186618666215,162,z1p80_1p90,35.0,0.0015893210291029873,22.31027485733313,-12.766733158568758,118.2051675919801,0.030585546414412614,162,z1p80_1p90,35.0,3.3654186618666215,0.0015893210291029873,22.31027485733313,-12.766733158568758,118.2051675919801,0.0026693442791295534,46,z1p50_2p50,15.0,1.8775587518512693,2.1342707695763803,10.0,0.020489617470598055,10.0
36,3.328935450886076,32,z0p40_0p50,15.0,0.0015805786975923275,19.79763554493001,30.26052390950926,82.76826924183645,0.029398309031572326,50,z1p80_1p90,15.0,3.2347834006834635,0.000689319049055932,98.62888466768324,45.553307666402475,85.32775984602286,0.0025184961248795133,90,z0p50_0p75,25.0,2.4252945136947943,2.1563668567523115,10.0,0.020701746306491582,10.0
37,4.283176971854387,66,z0p80_0p90,20.0,0.0021230535812255622,258.7313699000212,19.95736927675928,28.61612373300496,0.037553771316679155,66,z0p80_0p90,20.0,4.283176971854387,0.0021230535812255622,258.7313699000212,19.95736927675928,28.61612373300496,0.004717248152946878,130,z1p50_2p50,30.0,2.989506680304332,2.615598907772859,15.0,0.025110506989428183,15.0
38,4.323980552272167,71,z1p20_1p30,20.0,0.001967897835816036,267.2390716245911,23.5106119018555,24.873863183660184,0.04151146552222477,71,z1p20_1p30,20.0,4.323980552272167,0.001967897835816036,267.2390716245911,23.5106119018555,24.873863183660184,0.0035856727634280853,158,z1p50_2p50,35.0,1.4344671653677188,2.805882586353284,35.0,0.02693728540976189,35.0
39,3.2396039975541076,133,z1p70_1p80,30.0,0.0022085264854642597,114.11999445325262,-34.09221065044078,153.54199830719244,0.029904312130277527,133,z1p70_1p80,30.0,3.2396039975541076,0.0022085264854642597,114.11999445325262,-34.09221065044078,153.54199830719244,0.004428307724465385,158,z1p50_2p50,35.0,2.2354342227749613,2.9527941853811304,10.0,0.028347679305880294,10.0
40,3.8059417595527614,149,z0p75_1p00,35.0,0.005142264377912991,111.54565118684182,-28.853109811620964,151.3080745216738,0.03378665928551109,149,z0p75_1p00,35.0,3.8059417595527614,0.005142264377912991,111.54565118684182,-28.853109811620964,151.3080745216738,0.00451086543726008,149,z0p75_1p00,35.0,3.8059417595527614,2.708986442068404,30.0,0.02600705436360127,30.0
41,4.034788765550742,118,z0p50_0p75,30.0,0.004763250790100957,303.1495641998286,24.38643559189794,38.87786148897551,0.031080308476718103,95,z0p90_1p00,25.0,3.3972824121007177,0.00185237404238823,86.9876335608527,-30.844268145976507,162.44514511613568,0.003997647377596011,18,z1p50_2p50,10.0,3.2721448965306044,2.4572458829751964,25.0,0.023590272092494164,25.0
42,4.00562358592679,133,z1p70_1p80,30.0,0.0017547686291661646,248.60980111322937,-3.3255303679617314,53.30606070471272,0.03697532725616894,133,z1p70_1p80,30.0,4.00562358592679,0.0017547686291661646,248.60980111322937,-3.3255303679617314,53.30606070471272,0.0030542012019545758,74,z1p50_2p50,20.0,2.5724145829320784,2.2875407635753042,35.0,0.021961053799823584,35.0
43,4.271771995768619,107,z1p90_2p00,25.0,0.002670347485780893,95.54682091679145,-33.5038255067708,162.9118131715431,0.03817316839063542,107,z1p90_2p00,25.0,4.271771995768619,0.002670347485780893,95.54682091679145,-33.5038255067708,162.9118131715431,0.003635812352920974,153,z1p00_1p50,35.0,2.5052985102644296,2.8785362125511704,15.0,0.027634781261678554,15.0
44,3.549711273677263,94,z0p80_0p90,25.0,0.001227256504321497,191.16826679141636,15.529457969949908,67.1141194303251,0.033757828220586115,41,z1p00_1p50,15.0,3.5163343639267373,0.0022400749598508883,274.54553467524494,72.40390691486822,24.620829198248373,0.004450447237405321,158,z1p50_2p50,35.0,1.9526706667149076,3.5163343639267373,15.0,0.033757828220586115,15.0
45,3.271494808359876,32,z0p40_0p50,15.0,0.001208324018608357,243.63925648302956,-22.474996043228753,73.05024205259353,0.03084192156840933,19,z1p50_1p60,10.0,3.257000083689664,0.0012471113806507696,276.5273589397076,46.89620055286211,8.53563845893131,0.0038941958172999027,153,z1p00_1p50,35.0,2.9675518754067203,2.9675518754067203,35.0,0.028489357403938122,35.0
46,3.4467760648993377,65,z0p75_1p00,20.0,0.0012905885163237503,79.96121648033294,37.16239905495841,94.50807125729942,0.030598221385261897,65,z0p75_1p00,20.0,3.4467760648993377,0.0012905885163237503,79.96121648033294,37.16239905495841,94.50807125729942,0.0029741340747962107,113,z0p10_0p30,30.0,1.886095077396402,2.3374193456435206,25.0,0.02243990263246558,25.0
47,3.8431708594647733,40,z1p00_1p10,15.0,0.0013635248809428268,47.55489686234841,-35.63745086551162,150.44774862458766,0.03610916254523887,40,z1p00_1p10,15.0,3.8431708594647733,0.0013635248809428268,47.55489686234841,-35.63745086551162,150.44774862458766,0.0022541238964651935,141,z0p10_0p30,35.0,2.884223100960484,1.6692970697681644,25.0,0.016025735296524134,25.0
48,3.8394961546742254,79,z1p90_2p00,20.0,0.0009828128833350343,246.06756423573717,-48.32789887721274,97.82582098527814,0.034310289358316946,79,z1p90_2p00,20.0,3.8394961546742254,0.0009828128833350343,246.06756423573717,-48.32789887721274,97.82582098527814,0.0037858127773399072,153,z1p00_1p50,35.0,2.600462528423044,2.600462528423044,35.0,0.024965193364189744,35.0
49,3.8431863465826455,5,z0p50_0p60,10.0,0.0017571680431377518,256.4235123464159,18.559673382859604,30.328100545618064,0.027687893245587188,100,z1p30_1p40,25.0,2.8841315544450854,0.0012028430504841126,191.42967756071883,-13.434643162963647,88.83022910963217,0.00372292902286305,113,z0p10_0p30,30.0,2.3517869330603833,2.2623744526499956,10.0,0.021719449926802328,10.0
50,4.149560586299992,113,z0p10_0p30,30.0,0.006823256589519504,324.26943621145557,35.52114330537658,45.379354596757324,0.0312682196266243,15,z1p20_1p30,10.0,3.2570079583750693,0.0008726162376804632,226.14949611733718,67.15868943034258,26.922808717381194,0.005012856317748103,130,z1p50_2p50,30.0,2.740156634689853,2.533856094479828,30.0,0.024325752309178703,30.0
51,3.3129212430089416,83,z2p30_2p40,20.0,0.0020403787597902227,70.83926868522244,-29.136455069035375,158.3617450500006,0.02833453917462793,160,z1p60_1p70,35.0,3.0272594177672096,0.0018667844428383127,283.5517494733071,15.306030884415753,36.65717547165289,0.00217245412163713,138,z2p20_2p30,30.0,2.870742055381294,2.2609199510286526,10.0,0.021705486290015234,10.0
52,4.026103989122605,71,z1p20_1p30,20.0,0.0012677388397592483,132.9258994672157,-69.22019537839479,148.52119414152943,0.03865176425123636,71,z1p20_1p30,20.0,4.026103989122605,0.0012677388397592483,132.9258994672157,-69.22019537839479,148.52119414152943,0.0025647499081461085,141,z0p10_0p30,35.0,1.358739024702593,1.9510486999805152,20.0,0.018730632541550975,20.0
53,3.47778205771481,37,z0p75_1p00,15.0,0.0020068085901808505,90.64360794695004,-13.418495635564545,144.73433323705856,0.0317141586182731,71,z1p20_1p30,20.0,3.3034585354176196,0.0006781073221742161,345.7765645958057,-43.87957678735191,116.63649949490173,0.004953166857687171,158,z1p50_2p50,35.0,2.5450611626349713,2.389899176818996,35.0,0.022943724209856384,35.0
54,4.056545175721045,41,z1p00_1p50,15.0,0.0036811686053069936,259.5715504804804,22.763060783187203,25.73520043609905,0.03894400845831835,41,z1p00_1p50,15.0,4.056545175721045,0.0036811686053069936,259.5715504804804,22.763060783187203,25.73520043609905,0.0033160350630949834,41,z1p00_1p50,15.0,4.056545175721045,4.056545175721045,15.0,0.03894400845831835,15.0
55,3.5410938978396005,66,z0p80_0p90,20.0,0.0016619146120481854,158.29676181064974,-38.671635536203,127.37893135155545,0.03104738172720949,66,z0p80_0p90,20.0,3.5410938978396005,0.0016619146120481854,158.29676181064974,-38.671635536203,127.37893135155545,0.0019945419825565264,160,z1p60_1p70,35.0,2.877331700799335,2.753618847617831,25.0,0.026435538382375452,25.0
56,3.6271587072341624,28,z2p40_2p50,10.0,0.001834840590900615,39.291394865254944,8.488409877003381,110.96064031294273,0.02948872806490282,28,z2p40_2p50,10.0,3.6271587072341624,0.001834840590900615,39.291394865254944,8.488409877003381,110.96064031294273,0.002881626667878028,102,z1p50_2p50,25.0,2.9354113387494896,1.9418039303908108,30.0,0.01864188007621385,30.0
57,3.743220675708138,94,z0p80_0p90,25.0,0.0019071408268171047,98.22170911812347,-48.42017156107977,170.57207908240156,0.03281957625546078,94,z0p80_0p90,25.0,3.743220675708138,0.0019071408268171047,98.22170911812347,-48.42017156107977,170.57207908240156,0.0046121942431611995,102,z1p50_2p50,25.0,2.445195352555205,2.2784959377425755,20.0,0.021874220852456938,20.0
58,3.4248501968026184,89,z0p50_0p60,25.0,0.0017170475967345285,111.00975923306815,-14.098290360115683,139.21758518073483,0.028107875875576477,79,z1p90_2p00,20.0,3.1454144910665427,0.0013545880270964142,346.9437184684067,21.995027975568128,69.17607956790484,0.0048271281509747015,113,z0p10_0p30,30.0,2.962637308450514,1.6778091663432546,20.0,0.016107453888739593,20.0
59,3.061542685838868,15,z1p20_1p30,10.0,0.0009930101943744169,214.578209215119,-28.85805060235385,88.90685309435997,0.029391696403730756,15,z1p20_1p30,10.0,3.061542685838868,0.0009930101943744169,214.578209215119,-28.85805060235385,88.90685309435997,0.002813563707951764,113,z0p10_0p30,30.0,1.8188883398944993,2.369733391104265,20.0,0.02275012682700374,20.0
60,3.2432979317343604,10,z0p80_0p90,10.0,0.0012898125865810563,121.36944881322025,-39.9479445691397,152.23307107527512,0.030602461398236924,47,z1p50_1p60,15.0,3.2317123663675784,0.0012135625782865856,39.80144921662187,4.374224687190113,114.76493247425658,0.004039952780526962,130,z1p50_2p50,30.0,1.992182031873751,2.7447072440506575,25.0,0.02634998440733917,25.0
61,4.151979379009755,7,z0p60_0p70,10.0,0.0018305891415134087,29.37902248875326,4.354329236834195,109.12036067494878,0.03442418707346099,15,z1p20_1p30,10.0,3.58574465056484,0.0013068261496217417,38.61810564221294,0.8833054156655331,117.12557150591518,0.0022616983445867904,153,z1p00_1p50,35.0,1.8834693180069702,2.571249782521797,20.0,0.024684742543555994,20.0
62,3.589958199221497,92,z0p70_0p80,25.0,0.001808923318590301,96.0989538865537,-49.37349199446882,171.97682994250408,0.0335394946982122,154,z1p10_1p20,35.0,3.5162626132975543,0.0018792062889905412,176.9735171747941,-10.37804171280706,95.77759823607506,0.0028549045135879904,130,z1p50_2p50,30.0,1.418158099881019,1.9134685908900384,35.0,0.018369852611120664,35.0
63,4.746376909342779,12,z1p00_1p10,10.0,0.001730245399007507,222.28614654799347,22.435694240436018,41.92602357814614,0.044595387919936384,12,z1p00_1p10,10.0,4.746376909342779,0.001730245399007507,222.28614654799347,22.435694240436018,41.92602357814614,0.004546652905117506,158,z1p50_2p50,35.0,3.5224228357763723,2.5735844789157967,30.0,0.024707156305064114,30.0
64,3.572438972859734,141,z0p10_0p30,35.0,0.0068805581645656685,97.11142341156406,-20.14954372741482,149.9804489498978,0.028258226458608864,135,z1p90_2p00,30.0,3.1622394871887614,0.0016478458308573807,224.4467522110942,19.06867773610445,43.212578221889494,0.005957563888733886,141,z0p10_0p30,35.0,3.572438972859734,2.565180026834215,25.0,0.024626471131160073,25.0
65,3.6182613355968107,1,z0p10_0p30,10.0,0.0036315310311716077,226.0889370620007,7.541377999602164,51.78945723734536,0.0337996372530871,73,z1p40_1p50,20.0,3.5382764034924206,0.0014040454720438394,56.5205676328397,-23.097584761017004,146.7152842544843,0.0025462222265404204,143,z0p30_0p50,35.0,2.0274090179746764,1.9885399010157745,15.0,0.019090558928903514,15.0
66,3.4555149393162607,19,z1p50_1p60,10.0,0.001177633755216013,64.99276040637963,-3.9387262853714264,132.78285227529173,0.03272174332158033,19,z1p50_1p60,10.0,3.4555149393162607,0.001177633755216013,64.99276040637963,-3.9387262853714264,132.78285227529173,0.0037421976148042215,102,z1p50_2p50,25.0,2.0032609043438323,2.3304548065538255,15.0,0.022373041040281004,15.0
67,3.7598705392595533,76,z1p60_1p70,20.0,0.001253414044114639,111.1574305456129,-65.47732388466738,157.62795186539086,0.035191631896798185,76,z1p60_1p70,20.0,3.7598705392595533,0.001253414044114639,111.1574305456129,-65.47732388466738,157.62795186539086,0.002792784271251834,113,z0p10_0p30,30.0,2.858233995657482,2.56167118367834,30.0,0.02459278522070623,30.0
68,3.5297719514803605,106,z1p80_1p90,25.0,0.001982281015528406,321.59862051380514,40.449081249712364,40.912422459767264,0.032209471207221535,153,z1p00_1p50,35.0,3.355052040367763,0.0040726078182978485,38.29695484883318,-6.240964702207971,122.90089395562806,0.0036122734768865867,158,z1p50_2p50,35.0,1.61148903817395,3.355052040367763,35.0,0.032209471207221535,35.0
69,3.965340518127617,8,z0p70_0p80,10.0,0.0015792917959679734,276.2440063362326,59.049169409014624,12.957440279248353,0.03258240559539404,8,z0p70_0p80,10.0,3.965340518127617,0.0015792917959679734,276.2440063362326,59.049169409014624,12.957440279248353,0.0051752188540780735,158,z1p50_2p50,35.0,2.8311833350930615,1.753712168501082,20.0,0.016836144690887695,20.0
70,4.170432640783031,67,z0p90_1p00,20.0,0.0018823692237998615,264.0083342585764,40.51204906566561,7.740956195692712,0.038153534865169154,67,z0p90_1p00,20.0,4.170432640783031,0.0018823692237998615,264.0083342585764,40.51204906566561,7.740956195692712,0.003121160588511312,130,z1p50_2p50,30.0,1.5854579588974576,1.8929482180322434,25.0,0.018172851089006525,25.0
71,3.297153988980082,1,z0p10_0p30,10.0,0.0018854901347366735,359.5976792809567,-40.95944350177657,122.54388712712516,0.03011735619913021,20,z1p60_1p70,10.0,3.2177354157821347,0.0010981555579468638,131.85216114252623,-34.37284780054678,142.20087380098883,0.004173278011401245,141,z0p10_0p30,35.0,2.501296684514741,2.690275389882482,35.0,0.025827422843914555,35.0
72,3.3817356401207914,73,z1p40_1p50,20.0,0.0006330525600512787,167.24210711011744,47.48840129641016,60.20717969925187,0.03230427046600965,73,z1p40_1p50,20.0,3.3817356401207914,0.0006330525600512787,167.24210711011744,47.48840129641016,60.20717969925187,0.003829690827598352,158,z1p50_2p50,35.0,2.9034091149287855,2.7611812357282166,10.0,0.02650813949829513,10.0
73,3.9781635128933446,74,z1p50_2p50,20.0,0.005795516180959726,254.31011205497418,10.077648834536168,39.03790187713035,0.03523736536938444,74,z1p50_2p50,20.0,3.9781635128933446,0.005795516180959726,254.31011205497418,10.077648834536168,39.03790187713035,0.004501548316584401,74,z1p50_2p50,20.0,3.9781635128933446,2.3787247620060286,25.0,0.022836446591552623,25.0
74,3.746763640467142,79,z1p90_2p00,20.0,0.0017600768836567757,333.4732678198338,45.53341402098034,45.88007344863881,0.033481618286073295,79,z1p90_2p00,20.0,3.746763640467142,0.0017600768836567757,333.4732678198338,45.53341402098034,45.88007344863881,0.003794402570271667,158,z1p50_2p50,35.0,1.9266518225866376,2.276203537859207,15.0,0.021852213149699904,15.0
75,3.5174576809417415,119,z0p60_0p70,30.0,0.00202059404072447,205.7293406620203,4.804590253230936,65.71818256245298,0.029293658309763236,163,z1p90_2p00,35.0,3.2781095857885196,0.002125468834537764,134.58628884885422,-44.999471383887524,145.75410853380532,0.0026549064757091464,141,z0p10_0p30,35.0,1.502273207280141,2.936589893467201,20.0,0.028192113410759955,20.0
76,3.1828474603399215,154,z1p10_1p20,35.0,0.002034154638396046,306.7075731629561,41.522263505606254,30.566665193390758,0.030359249937016986,154,z1p10_1p20,35.0,3.1828474603399215,0.002034154638396046,306.7075731629561,41.522263505606254,30.566665193390758,0.002896080687091268,46,z1p50_2p50,15.0,1.9596772192739438,2.432434554585829,20.0,0.02335207615462053,20.0
77,3.784178518517521,15,z1p20_1p30,10.0,0.0012365545896933974,275.1302738856024,18.42988748479847,31.159752825153777,0.03632920967205498,15,z1p20_1p30,10.0,3.784178518517521,0.0012365545896933974,275.1302738856024,18.42988748479847,31.159752825153777,0.00567366762732638,74,z1p50_2p50,20.0,3.650051103447293,3.0189812420544593,25.0,0.028983094217649188,25.0
78,3.5627298328545822,113,z0p10_0p30,30.0,0.005281098632540332,340.50161642776374,23.534238015545302,63.856425917228535,0.03357358037069466,98,z1p10_1p20,25.0,3.519836136896453,0.0015756771416598116,174.5704639453657,-33.43753082201484,113.94057137799109,0.004111314356513372,158,z1p50_2p50,35.0,1.713691591575944,1.9538710053592991,25.0,0.018757727490524095,25.0
79,3.8102986417964644,6,z0p50_0p75,10.0,0.002590639373905214,52.11422146626772,6.511071816545749,118.48904894192614,0.0351779957869634,75,z1p50_1p60,20.0,3.7149026194117134,0.0014507604637393247,35.86064186520192,-6.839804422281349,121.99484563063635,0.0029875765676714797,18,z1p50_2p50,10.0,2.8683030974625945,1.9139284766555216,10.0,0.018374267647651755,10.0
80,3.0429466542589534,29,z0p10_0p30,15.0,0.002304975166986724,56.61888318863556,-62.137572271873175,159.36851411059575,0.028605969432036284,125,z1p00_1p50,30.0,2.979698595242172,0.0034965973608776604,245.22376410306066,26.256216384530934,26.445795587244753,0.003130699722023211,125,z1p00_1p50,30.0,2.979698595242172,2.979698595242172,30.0,0.028605969432036284,30.0
81,3.260071424110306,44,z1p30_1p40,15.0,0.0010487277268801738,58.69708602647013,9.267309181522963,118.28456673283569,0.03129694601643186,44,z1p30_1p40,15.0,3.260071424110306,0.0010487277268801738,58.69708602647013,9.267309181522963,118.28456673283569,0.003784452862741231,130,z1p50_2p50,30.0,2.3250660341661744,1.7762811040151392,10.0,0.017052813007763633,10.0
82,3.8272560134699565,109,z2p10_2p20,25.0,0.0018370439872440374,166.81230507544657,-55.14932687879094,131.301505234232,0.0329782894816156,109,z2p10_2p20,25.0,3.8272560134699565,0.0018370439872440374,166.81230507544657,-55.14932687879094,131.301505234232,0.0032685464581326917,74,z1p50_2p50,20.0,2.0092482203778586,2.4511399917356824,30.0,0.023531653768334878,30.0
83,3.501282533504514,68,z1p00_1p10,20.0,0.0012027627649043577,42.12252499036619,-35.452647342673984,146.76965727523373,0.03289689288930744,68,z1p00_1p10,20.0,3.501282533504514,0.0012027627649043577,42.12252499036619,-35.452647342673984,146.76965727523373,0.0035577453294899797,143,z0p30_0p50,35.0,2.624435388448815,1.8954045420256984,10.0,0.018196432510692646,10.0
84,3.6227416766780873,133,z1p70_1p80,30.0,0.0018952590266176164,223.47589216306204,0.6585442116284776,59.035165716415996,0.0334410001804355,133,z1p70_1p80,30.0,3.6227416766780873,0.0018952590266176164,223.47589216306204,0.6585442116284776,59.035165716415996,0.004119239646388402,85,z0p10_0p30,25.0,2.9082123562804654,2.317552961735635,35.0,0.022249179593665114,35.0
85,3.4419176736881125,23,z1p90_2p00,10.0,0.000803379979946071,158.94251579941965,19.51385259271571,85.06897540805903,0.030757470921797096,23,z1p90_2p00,10.0,3.4419176736881125,0.000803379979946071,158.94251579941965,19.51385259271571,85.06897540805903,0.002805881463776576,130,z1p50_2p50,30.0,1.5442406685332934,2.4752183774408234,15.0,0.023762813244180475,15.0
86,3.4433876292885945,38,z0p80_0p90,15.0,0.0013784879311301438,198.7251880837019,-19.066911680653,88.89507349166551,0.030190718813329954,38,z0p80_0p90,15.0,3.4433876292885945,0.0013784879311301438,198.7251880837019,-19.066911680653,88.89507349166551,0.0032700743310056526,141,z0p10_0p30,35.0,1.7899011493618409,1.9218472434818814,30.0,0.018450290102451705,30.0
87,4.721322798189682,20,z1p60_1p70,10.0,0.0018096135949889978,49.208756609933936,-11.835454595413475,133.47814010919197,0.04419063163078304,20,z1p60_1p70,10.0,4.721322798189682,0.0018096135949889978,49.208756609933936,-11.835454595413475,133.47814010919197,0.0033190583053271418,158,z1p50_2p50,35.0,2.9666697313611294,2.1033667761933863,10.0,0.020192930184355962,10.0
88,4.0602126077598895,159,z1p50_1p60,35.0,0.001959940302777318,234.71223614492408,-6.763052723479191,60.7442760158054,0.03844788319984857,159,z1p50_1p60,35.0,4.0602126077598895,0.001959940302777318,234.71223614492408,-6.763052723479191,60.7442760158054,0.00307507809146689,121,z0p75_1p00,30.0,3.14869970376874,3.263589970326585,25.0,0.03133140884750288,25.0
89,3.552053639839132,2,z0p30_0p40,10.0,0.0018598191044103263,109.58294709447034,-39.04813081964414,159.47317125857265,0.03334091839226414,154,z1p10_1p20,35.0,3.4954439800183508,0.0013008979156285958,4.6619463913224095,49.94795005831941,60.52870685228523,0.0046438696018978615,130,z1p50_2p50,30.0,2.599855922169037,3.152320618790413,30.0,0.03026319084926352,30.0
90,3.4052734001644667,57,z0p10_0p30,20.0,0.002510346306956979,129.92049100631658,-3.3742303354897434,120.42980538754271,0.03173989701273697,104,z1p60_1p70,25.0,3.3910875189672476,0.0013327208352585031,42.14955195507815,16.514969544389484,105.2643409477048,0.005949413627888476,158,z1p50_2p50,35.0,3.0875996858610733,2.2888960931420153,15.0,0.021974065356166087,15.0
91,3.328815744305025,156,z1p30_1p40,35.0,0.00218635524228656,87.62070110354787,-32.094633581543874,163.61406498610864,0.031956896980131246,156,z1p30_1p40,35.0,3.328815744305025,0.00218635524228656,87.62070110354787,-32.094633581543874,163.61406498610864,0.004026769775116576,158,z1p50_2p50,35.0,1.7133337163973406,3.1328358415388795,20.0,0.030076131344876935,20.0
92,4.046080078956042,66,z0p80_0p90,20.0,0.0013939524459417546,276.0190379607024,3.4691718356120833,45.95279955915789,0.03547496799981673,66,z0p80_0p90,20.0,4.046080078956042,0.0013939524459417546,276.0190379607024,3.4691718356120833,45.95279955915789,0.002279255474339471,97,z1p00_1p50,25.0,2.6646385729225406,2.6646385729225406,25.0,0.02558130197670275,25.0
93,4.11347661562992,95,z0p90_1p00,25.0,0.001713808105763864,71.25654058315148,-42.68083983006765,169.47577559300902,0.037632468136933335,95,z0p90_1p00,25.0,4.11347661562992,0.001713808105763864,71.25654058315148,-42.68083983006765,169.47577559300902,0.004096027512788185,153,z1p00_1p50,35.0,3.098450107310216,3.098450107310216,35.0,0.029746018338207773,35.0
94,3.7145183703471583,139,z2p30_2p40,30.0,0.001966897464433608,23.002298474416044,34.05058830684587,81.34679771720192,0.03404153108267141,156,z1p30_1p40,35.0,3.5459633236199166,0.0018189820936507144,20.48106666246605,20.010160399314426,91.3448043849966,0.003542044415117458,102,z1p50_2p50,25.0,2.0424521004556317,2.9552631083110596,20.0,0.028371381681005208,20.0
95,3.830396574068084,72,z1p30_1p40,20.0,0.001360838488250191,344.4557689944914,18.659509501754037,69.90761302941117,0.036772113001435326,72,z1p30_1p40,20.0,3.830396574068084,0.001360838488250191,344.4557689944914,18.659509501754037,69.90761302941117,0.004788882386782453,74,z1p50_2p50,20.0,3.171436213918598,2.866118785696364,20.0,0.027515570367798104,20.0
96,3.4026999360643453,143,z0p30_0p50,35.0,0.004639611297035201,324.8954290426562,34.47998206718572,46.407449096916885,0.03236487218070964,17,z1p40_1p50,10.0,3.3880796613754742,0.0008950580874220707,246.33367073838986,68.56598406227761,22.133529491148657,0.004545063144121474,158,z1p50_2p50,35.0,2.33485926403556,2.777217157395447,15.0,0.026662088990287307,15.0
97,3.1807320008980606,138,z2p20_2p30,30.0,0.0014820704238436109,105.91918900016934,0.2682538454678839,127.90113689827088,0.029647075225880212,17,z1p40_1p50,10.0,3.103570192745653,0.0008386401021714996,25.16292355045433,-24.20238178399932,128.31238250082507,0.0035141472343244965,102,z1p50_2p50,25.0,1.863706964206991,2.1562559033676116,35.0,0.020700681121866474,35.0
98,3.855544047886922,150,z0p80_0p90,35.0,0.0016709135227608199,310.87364521852805,1.2674689257843719,61.8522824398329,0.033804398096827296,150,z0p80_0p90,35.0,3.855544047886922,0.0016709135227608199,310.87364521852805,1.2674689257843719,61.8522824398329,0.004268247640247992,102,z1p50_2p50,25.0,2.5391318649271377,2.2370832301234858,20.0,0.02147664686623527,20.0
99,3.744525180498183,1,z0p10_0p30,10.0,0.0021492682411995297,180.70452063719583,53.363947881926144,49.838902643686296,0.03369052494061289,16,z1p30_1p40,10.0,3.5094004879741836,0.0009634980961905482,9.047816017880196,-5.0110452696071235,103.71800369271233,0.004363687708624404,102,z1p50_2p50,25.0,2.4818342960191804,2.128947324605916,35.0,0.020438510857217297,35.0
100,3.52018985360342,167,z2p30_2p40,35.0,0.002034127135896183,278.0906889534782,2.042143727192155,47.774957062388104,0.030462894378954112,39,z0p90_1p00,15.0,3.3297949849122817,0.0012087479676988243,217.99711133599476,16.788961379776186,48.84233879626669,0.0038686301850625274,141,z0p10_0p30,35.0,3.244289198707044,2.861449402552084,20.0,0.027470742937364363,20.0
101,4.898889561161484,84,z2p40_2p50,20.0,0.0027259588810378873,242.42158468014924,2.1873692697938663,49.67573662897588,0.03982787458430225,84,z2p40_2p50,20.0,4.898889561161484,0.0027259588810378873,242.42158468014924,2.1873692697938663,49.67573662897588,0.0034427558187446294,141,z0p10_0p30,35.0,2.0771236722916364,2.0482353059997687,35.0,0.019663652104479006,35.0
102,4.313257901828988,33,z0p50_0p60,15.0,0.002287700345077794,78.93934934513663,-35.18552576322395,166.40110631385525,0.03197167975386233,128,z1p30_1p40,30.0,3.3303556037591866,0.001537075532278685,28.891340824487546,-2.622481266198229,114.48248741909134,0.002223565902895,33,z0p50_0p60,15.0,4.313257901828988,2.6065996460464236,35.0,0.025024111470677273,35.0
103,3.7343188603091693,15,z1p20_1p30,10.0,0.0013483949792786074,215.79252445026603,-4.337480864146881,67.30280794258178,0.035850542513948015,15,z1p20_1p30,10.0,3.7343188603091693,0.0013483949792786074,215.79252445026603,-4.337480864146881,67.30280794258178,0.004261777672226619,85,z0p10_0p30,25.0,3.0499192647296085,3.34363768552429,20.0,0.03209989009513853,20.0
104,3.6193620018677577,2,z0p30_0p40,10.0,0.001695118197944639,214.2273840203644,17.452456150448846,50.66844956818847,0.03243191316037386,67,z0p90_1p00,20.0,3.545021705722475,0.0012612343918409234,249.16388511000434,-1.6398845545148786,51.54004802516315,0.005016798676182623,158,z1p50_2p50,35.0,2.7127299251970234,2.228013775042646,10.0,0.02138957747095415,10.0
105,3.6140518363700043,62,z0p50_0p75,20.0,0.0029004559527919475,341.8186965177878,26.680133763736098,62.56429066086264,0.030065045875604563,96,z1p00_1p10,25.0,3.199883355168814,0.0017652821629435822,303.94342553020977,31.44126954713008,34.426843396228186,0.0039819580764626486,74,z1p50_2p50,20.0,2.384082845691055,2.2754470895577734,15.0,0.021844951026939476,15.0
