mock_id,max_snr,max_snr_window_index,max_snr_tag,max_snr_bcut_deg,max_snr_amp,max_snr_l_deg,max_snr_b_deg,max_snr_sep_cmb_deg,max_priority,max_priority_window_index,max_priority_tag,max_priority_bcut_deg,max_priority_snr,max_priority_amp,max_priority_l_deg,max_priority_b_deg,max_priority_sep_cmb_deg,max_abs_par,max_abs_par_window_index,max_abs_par_tag,max_abs_par_bcut_deg,max_abs_par_snr,max_z1p00_snr,max_z1p00_snr_bcut_deg,max_z1p00_priority,max_z1p00_priority_bcut_deg
20,3.7771751180251316,105,z1p70_1p80,25.0,0.0020577861836894337,317.56902391767045,38.10968703011205,39.48935927124102,0.03486655275935615,105,z1p70_1p80,25.0,3.7771751180251316,0.0020577861836894337,317.56902391767045,38.10968703011205,39.48935927124102,0.005217745366106969,158,z1p50_2p50,35.0,2.039185795764067,1.7643624189214955,25.0,0.01693839017922546,25.0
21,3.4553105876994956,5,z0p50_0p60,10.0,0.0015737209163473294,45.126106689196625,-15.131383053631188,134.0282266919172,0.027736549005021507,76,z1p60_1p70,20.0,2.9633702060346168,0.0011187647883113489,224.91577316419128,-11.19502290711013,68.77681647737845,0.0021615608624117686,158,z1p50_2p50,35.0,1.4775230503352088,2.7160643963509146,35.0,0.0260750047744818,35.0
22,3.150763373778939,71,z1p20_1p30,20.0,0.0006690831047359504,133.88824978880712,20.553553037052236,98.04301363308889,0.03024824084617678,71,z1p20_1p30,20.0,3.150763373778939,0.0006690831047359504,133.88824978880712,20.553553037052236,98.04301363308889,0.00331294519901026,74,z1p50_2p50,20.0,2.904473333818474,1.75990052807429,25.0,0.01689555473493319,25.0
23,3.4439259961273434,154,z1p10_1p20,35.0,0.0022406747409145023,131.53192153507936,-20.41798807666505,132.9823751964816,0.03284951961532393,154,z1p10_1p20,35.0,3.4439259961273434,0.0022406747409145023,131.53192153507936,-20.41798807666505,132.9823751964816,0.004654843278766033,46,z1p50_2p50,15.0,3.25127744018869,2.118583100292166,20.0,0.020339011302336375,20.0
24,3.476705392771487,87,z0p30_0p50,25.0,0.002155976998845324,294.78762641043966,67.45215969122343,24.708403548547036,0.02796780462314845,132,z1p60_1p70,30.0,2.988077533850036,0.001977957157803906,290.46388973425854,32.77833957558946,25.15255861823392,0.003660500812406346,113,z0p10_0p30,30.0,2.329447636485427,2.785507660231902,20.0,0.026741680218438542,20.0
25,3.592007194233121,36,z0p70_0p80,15.0,0.0014635042279967446,195.22319833275836,-30.036384284214783,99.49643664108233,0.030201314512565622,165,z2p10_2p20,35.0,3.504977498828468,0.0024766978125584874,228.25179437373683,-1.76517445668694,58.86798630192473,0.004645874349191484,158,z1p50_2p50,35.0,1.8793972161449517,2.196994996392978,25.0,0.02109178821291029,25.0
26,4.225261178577288,113,z0p10_0p30,30.0,0.00625403299193924,350.09254159592075,25.16902812329552,68.98624716721925,0.02951765870872045,91,z0p60_0p70,25.0,3.9613797135883115,0.002665230361139054,258.5334933332956,24.31077203967248,24.331876036016602,0.006398559153807706,158,z1p50_2p50,35.0,2.78179614607709,1.964016444500631,35.0,0.018855126644389833,35.0
27,3.323534841187633,50,z1p80_1p90,15.0,0.0009703956593882139,69.97452406118578,19.98231867288688,110.61488079479115,0.030204898515859745,50,z1p80_1p90,15.0,3.323534841187633,0.0009703956593882139,69.97452406118578,19.98231867288688,110.61488079479115,0.0025690065930936484,140,z2p40_2p50,30.0,3.106524946530041,1.7442193240512123,10.0,0.016745010635050756,10.0
28,3.395621299351804,36,z0p70_0p80,15.0,0.0013364815519293532,315.83820506769484,27.335422063032947,44.90748181029684,0.03226764175700098,128,z1p30_1p40,30.0,3.3611847226306635,0.0015682800430868642,196.6960874874818,-7.224056719094377,80.74509471575244,0.002510575255684648,46,z1p50_2p50,15.0,2.2853459753526586,2.5981864032013613,35.0,0.02494334190289802,35.0
29,3.945304680488816,113,z0p10_0p30,30.0,0.005441516727538192,125.02281536975859,-48.01097800773919,152.96379189956295,0.030359676452531306,71,z1p20_1p30,20.0,3.162370899281734,0.0010896736027547506,263.07805126261417,59.06592487370525,10.827072114733975,0.0048468647689585784,113,z0p10_0p30,30.0,3.945304680488816,2.18052516579718,15.0,0.02093367306954428,15.0
30,3.7633859137849988,53,z2p10_2p20,15.0,0.0018248176053254793,326.1036695975761,32.834954568113,48.203520311446034,0.03550132738466076,125,z1p00_1p50,30.0,3.6979433816648686,0.0041065387381307985,290.37587466006323,16.161234593663963,38.672848874464876,0.003206084057691645,125,z1p00_1p50,30.0,3.6979433816648686,3.6979433816648686,30.0,0.03550132738466076,30.0
31,3.8358144248890427,34,z0p50_0p75,15.0,0.0017430949976907542,77.64107882836893,31.99894152679155,99.54481760882089,0.030781666509222223,98,z1p10_1p20,25.0,3.227133386930275,0.0013406650398175932,290.0611507262621,16.191644524543285,38.50357668249722,0.0025283832202810325,74,z1p50_2p50,20.0,1.9771302208883967,2.7169058124868473,25.0,0.02608308261306002,25.0
