target,z_lo,z_hi,n_mocks,observed_amp_mean,mock_amp_mean_p50,mock_amp_mean_p95,p_amp_mean_ge_observed,observed_snr_max,mock_snr_max_p50,mock_snr_max_p95,p_snr_max_ge_observed,observed_max_pair_direction_sep_deg,mock_pair_sep_p05,mock_pair_sep_p50,p_pair_sep_le_observed,observed_mean_resultant_length,mock_resultant_p50,mock_resultant_p95,p_resultant_ge_observed,observed_coherence_score,mock_coherence_p50,mock_coherence_p95,p_coherence_ge_observed,p_joint_snr_and_pair_sep
broad_0p95_1p45,0.95,1.45,1500,0.003020169000683141,0.0014524739736148586,0.0027425677902268215,0.020652898067954697,4.785199523533652,2.0524824623300404,3.201003085291241,0.0006662225183211193,13.47234103753834,24.71490877906795,73.55485007639976,0.007994670219853431,0.9961011647643815,0.8923493005168681,0.9866096471409433,0.007994670219853431,3.6683057844097684,0.681664391144629,1.8112930820154067,0.0006662225183211193,0.0006662225183211193
narrow_1p15_1p35,1.15,1.35,1500,0.0012771712608198578,0.0009617087632334313,0.0017181492734398124,0.22318454363757495,3.296936450655681,2.072799090661251,3.258580869490934,0.04397068620919387,18.513666793301493,24.020035258593257,71.98030565233407,0.016655562958027982,0.9917239032648633,0.896522729474654,0.9882367703699036,0.02531645569620253,2.316576703618033,0.6928851181839546,1.8541637924425454,0.015323117921385743,0.005329780146568954
