tag,z_lo,z_hi,z_center,width,family,bcut_deg,N,a0,amp,l_deg,b_deg,formal_snr,rms_resid,sep_from_baseline_b35_deg,sep_from_cmb_deg,amp_ratio_vs_baseline_b35,reference_l_deg,reference_b_deg,reference_amp,reference_snr
slide_c1p35_w0p20,1.25,1.45,1.3500000000000003,0.2,width0p20,35.0,49374,1.3541502477271858,0.0005718475507255693,26.114419508758168,-38.440897477536865,1.3302201838096628,0.05747734338143063,93.50570498914024,137.81117829461897,0.1875116976805669,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p20,1.3,1.5,1.4000000000000004,0.2,width0p20,10.0,83057,1.402157963969071,0.0003379423381143656,349.5933230172617,33.475280250826586,0.9449969041187393,0.05673712921917584,158.03239638126468,62.97338691455372,0.11081299807538274,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p20,1.3,1.5,1.4000000000000004,0.2,width0p20,15.0,79486,1.4022392826514183,0.0003141737227508095,301.0158708242425,45.01894898251679,0.9393177663962327,0.0567394664926017,153.35458393762954,25.35694882274437,0.10301914915064427,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p20,1.3,1.5,1.4000000000000004,0.2,width0p20,20.0,73809,1.4022419090338305,0.0004226410365869526,322.8398279315755,32.448656924621346,1.1153995583322327,0.05677852020260583,173.9340390812153,46.27281388779618,0.13858612873193255,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p20,1.3,1.5,1.4000000000000004,0.2,width0p20,25.0,66837,1.4022130193661255,0.0008016636500550932,301.66740141346224,21.399878604385304,1.8575832942439308,0.056767672908893,157.7772448872394,40.26231720726323,0.2628695564051998,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p20,1.3,1.5,1.4000000000000004,0.2,width0p20,30.0,59249,1.4022539667694844,0.000956431482008881,313.54475774639974,13.120277971110035,1.8932325779636374,0.056801323418520025,162.43764339885877,53.82188859293533,0.31361870953031756,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p20,1.3,1.5,1.4000000000000004,0.2,width0p20,35.0,51325,1.402277893908258,0.001320025026694111,338.92185871303053,10.745746431150417,2.2717591052306187,0.05680050112362667,159.47562227059345,71.97008052379057,0.4328428676877096,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p20,1.35,1.55,1.4500000000000004,0.2,width0p20,10.0,83619,1.4483919341609837,0.000944258770838908,302.2443143162737,48.017532849216565,2.9069114711235224,0.05686817527184204,152.16292342993657,25.243505809637185,0.30962721610875665,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p20,1.35,1.55,1.4500000000000004,0.2,width0p20,15.0,80143,1.4484746887878441,0.0010354085670814313,284.46241255603246,42.98039049189548,3.087744471502746,0.05687574459105419,143.23479678670714,15.182925904764513,0.3395156942791836,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p20,1.35,1.55,1.4500000000000004,0.2,width0p20,20.0,74408,1.4485490917073556,0.0011581091743981882,302.2462579385041,38.47115583340887,3.213640680249129,0.05689041929088132,157.41383725114204,29.110120753887863,0.3797498426203088,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p20,1.35,1.55,1.4500000000000004,0.2,width0p20,25.0,67367,1.4485357689004466,0.001352906962954864,308.45117072333244,34.785805261380716,3.469106542447235,0.05687565275818841,163.47123391123725,35.297658360087425,0.44362502052451863,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p20,1.35,1.55,1.4500000000000004,0.2,width0p20,30.0,59718,1.4485985061809123,0.0013316568138724738,293.386545202741,37.75019091563788,3.3261450683526963,0.05685044060256525,151.02723396529638,23.709092104726608,0.436656989402678,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p20,1.35,1.55,1.4500000000000004,0.2,width0p20,35.0,51833,1.4487892283004238,0.0012096841950141176,299.44411441683417,36.77125617697679,2.787749983763275,0.05688578686701899,155.93674091694572,28.205284950995793,0.3966615521508166,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p20,1.4,1.6,1.5000000000000004,0.2,width0p20,10.0,81321,1.4967679670935574,0.0007042108744167157,302.57760420860393,34.41773256940628,1.9683229870966306,0.05745163528971063,159.04017377189726,31.653158152664496,0.23091429948322859,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p20,1.4,1.6,1.5000000000000004,0.2,width0p20,15.0,77945,1.4967902348154951,0.0005757102642884574,299.332510511249,39.783966283823666,1.6261630260876485,0.05741523012967022,154.81645612650078,26.496917007465758,0.18877830095081244,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
