tag,z_lo,z_hi,z_center,width,family,bcut_deg,N,a0,amp,l_deg,b_deg,formal_snr,rms_resid,sep_from_baseline_b35_deg,sep_from_cmb_deg,amp_ratio_vs_baseline_b35,reference_l_deg,reference_b_deg,reference_amp,reference_snr
slide_c1p50_w0p20,1.4,1.6,1.5000000000000004,0.2,width0p20,20.0,72397,1.4967881509448446,0.000562774248102371,320.7263549234516,45.20561783510502,1.5796554029176055,0.05739454757764627,161.21117556546608,38.095570334546586,0.18453651596249057,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p20,1.4,1.6,1.5000000000000004,0.2,width0p20,25.0,65519,1.4967721119537691,0.0006171671916058423,351.79291953162385,48.22665585010427,1.7154108172427283,0.05740592901426653,150.27818135839448,54.993437914023254,0.20237223662831838,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p20,1.4,1.6,1.5000000000000004,0.2,width0p20,30.0,58091,1.4968023611142771,0.0004880293807718951,44.6211284970865,68.92345155968005,1.515012984632579,0.05738640183909035,118.69083706688981,59.259522439048105,0.16002729676890803,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p20,1.4,1.6,1.5000000000000004,0.2,width0p20,35.0,50557,1.4969312949150717,0.0005519923941189346,127.76606891350377,54.604772444211314,1.5334375128382614,0.0574096123197844,82.7799380095618,70.75652287107631,0.18100109163128034,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p20,1.45,1.65,1.5500000000000005,0.2,width0p20,10.0,78262,1.5469063993288827,0.00015372456699034323,195.24966915290415,-30.804525354653727,0.40454810019271675,0.058156116957788294,43.578132814304716,100.07866349691677,0.05040706127882419,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p20,1.45,1.65,1.5500000000000005,0.2,width0p20,15.0,75052,1.546889759913453,0.00018722960462218833,84.9012004827996,-35.37163102480922,0.5127096423875545,0.0581500326566482,51.676860320284014,167.10217576249795,0.06139353219966159,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p20,1.45,1.65,1.5500000000000005,0.2,width0p20,20.0,69746,1.5469020238710418,0.0002823453266246174,145.99114834349808,-21.897835288152113,0.651308911179682,0.05815170492320766,4.920256445941497,124.65139682050652,0.09258245744059092,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p20,1.45,1.65,1.5500000000000005,0.2,width0p20,25.0,63131,1.54686024855443,0.0003799482383129314,95.71644980383539,-34.69821560145376,0.9324007315254612,0.058158337216071165,42.938830596666165,163.90038419473703,0.12458694473098979,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p20,1.45,1.65,1.5500000000000005,0.2,width0p20,30.0,56007,1.546858395568201,0.0003095009130971899,74.29758655241072,-52.96913044744977,0.84510032441171,0.05816104078670608,57.69196450237696,172.24482785098024,0.1014869112841419,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p20,1.45,1.65,1.5500000000000005,0.2,width0p20,35.0,48771,1.5469793375109533,0.0005267818937035458,214.63683890165666,-24.07662267838022,1.01151323723539,0.0581449298862319,61.848089863835405,84.75765608067968,0.1727344413216512,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p05_w0p30,0.9,1.2,1.05,0.3,width0p30,10.0,110199,1.0519020394934557,0.0010946609739936983,45.12387120444515,60.38156817494677,2.6741853698936895,0.08666936203737538,118.02592361647793,66.89016046532139,0.3589448575197741,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p05_w0p30,0.9,1.2,1.05,0.3,width0p30,15.0,104836,1.052091710893447,0.001061652332866143,33.19840141925509,58.509060578831026,2.542589937282783,0.08664270851559483,124.04830071620027,65.38689249983977,0.34812115751773137,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p05_w0p30,0.9,1.2,1.05,0.3,width0p30,20.0,96978,1.0522084886246135,0.0011492880883473226,42.94977147908377,57.3762849934682,2.706860782830136,0.0866233828604563,118.85969218217568,69.03751271685101,0.3768573639890976,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p05_w0p30,0.9,1.2,1.05,0.3,width0p30,25.0,87645,1.0523526594764332,0.001092521257508431,57.01084254035115,58.018527257334156,2.531884728857135,0.08661807494798845,111.61131348547264,71.41834980686394,0.35824323368629174,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p05_w0p30,0.9,1.2,1.05,0.3,width0p30,30.0,77602,1.0524180386732516,0.0011227662639536145,85.74395511595117,61.83046090276477,2.5942638140962333,0.08659438822716484,100.59390947599825,69.9078693044836,0.3681607239294522,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p05_w0p30,0.9,1.2,1.05,0.3,width0p30,35.0,67420,1.0525225157154785,0.0013293962044667647,119.17197053708136,44.78069615763879,2.5937034830434036,0.08650119422120099,75.4400404259397,82.00357413907876,0.43591572417050317,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p10_w0p30,0.95,1.25,1.1,0.3,width0p30,10.0,112193,1.1012068772716885,0.0007121150530406088,92.4033282396453,22.416318057198392,1.5179623066178127,0.08722568995124552,70.99166101939872,108.93190887210349,0.23350611954201192,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p10_w0p30,0.95,1.25,1.1,0.3,width0p30,15.0,106878,1.1012463328221735,0.0008129019063826622,93.48398198941106,17.83174474110417,1.6396738942526567,0.0872504569487621,67.22840897532592,113.37575554166226,0.2665546373682608,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p10_w0p30,0.95,1.25,1.1,0.3,width0p30,20.0,98897,1.1012728620386165,0.0010565366713097511,109.2127875691961,17.597723153984884,1.9943288559310441,0.0872418406787235,56.55030158037412,110.41084596776662,0.34644370627748183,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p10_w0p30,0.95,1.25,1.1,0.3,width0p30,25.0,89423,1.1013629625405272,0.0012946398201669567,120.18810805234176,11.731687251062803,2.1707808584501564,0.08722463183396888,45.59950816882031,111.99979949499068,0.42451893036238764,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p10_w0p30,0.95,1.25,1.1,0.3,width0p30,30.0,79136,1.1013341358416346,0.0015522397640141295,122.85659543544266,13.651788319422188,2.3799293014395606,0.0871678296033466,45.94917738652532,109.14202755035504,0.5089872519140223,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p10_w0p30,0.95,1.25,1.1,0.3,width0p30,35.0,68819,1.1014005204072985,0.0022350948357641918,133.6504030133011,9.417234164811056,2.9415959488308716,0.08711416015799403,37.93120316419565,107.66165910880495,0.7328988759319552,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p15_w0p30,1.0,1.3,1.1500000000000001,0.3,width0p30,10.0,111495,1.1514610816156927,0.0007202151711444313,143.24355336066802,9.298693374660209,1.4453044169791367,0.08581425260868063,36.13631660307746,102.45560253140013,0.23616218914506204,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p15_w0p30,1.0,1.3,1.1500000000000001,0.3,width0p30,15.0,106253,1.1515893223019114,0.00099589514608339,147.09377233806202,5.882626742382147,1.9013321239817813,0.08581069467451514,32.7082760770747,102.91332957134199,0.3265590441315897,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p15_w0p30,1.0,1.3,1.1500000000000001,0.3,width0p30,20.0,98245,1.151572704858026,0.0011487594395230888,143.52387773871737,6.232229445538621,2.0568903964405307,0.08573977691075156,33.059407238376735,104.76885136967297,0.3766840173718337,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p15_w0p30,1.0,1.3,1.1500000000000001,0.3,width0p30,25.0,88772,1.1515222140672665,0.0015139370131757033,143.77404530943653,3.1461065099355583,2.459705637813188,0.08566047891338663,29.96467713574721,107.0946342674803,0.4964275866213474,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p15_w0p30,1.0,1.3,1.1500000000000001,0.3,width0p30,30.0,78601,1.1514999353610496,0.0015917903635751841,139.00652912215025,5.589265154036563,2.3416228451234513,0.08566549036717204,32.943865590264224,107.912622814542,0.5219560931000479,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p15_w0p30,1.0,1.3,1.1500000000000001,0.3,width0p30,35.0,68394,1.1515817155319539,0.002638710174254272,151.06284876905468,2.88237792447837,3.375902710575213,0.08567028944124588,30.1758592699053,102.81896690732077,0.8652463822457696,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p20_w0p30,1.05,1.35,1.2000000000000002,0.3,width0p30,10.0,112726,1.20081455024843,0.001317988506026034,160.25414036215403,-34.58334380218922,2.838801226682201,0.08607921953149651,14.996052711755167,123.63765085253806,0.432175082283456,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p20_w0p30,1.05,1.35,1.2000000000000002,0.3,width0p30,15.0,107475,1.2009305949929179,0.001323831118499582,159.36133322609913,-36.91217628198013,2.833424033376828,0.08604540413058231,15.612236935882672,125.64973531267636,0.43409090439795944,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p20_w0p30,1.05,1.35,1.2000000000000002,0.3,width0p30,20.0,99490,1.2010042728677364,0.0011975953631009272,152.95607332008413,-46.73961254091585,2.6614973243320836,0.08605524328588414,20.8483994364512,135.0196664676151,0.39269756316084686,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p20_w0p30,1.05,1.35,1.2000000000000002,0.3,width0p30,25.0,89971,1.2009849456453014,0.0016500074954657678,150.73127131765088,-34.45617736989418,3.201293301433141,0.08606864019675099,8.96984542800148,129.73185594128276,0.5410457844365691,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p20_w0p30,1.05,1.35,1.2000000000000002,0.3,width0p30,30.0,79712,1.2009568647844158,0.0017273643275488052,158.18871325216878,-29.94026641373947,3.008302596196251,0.08613184510993492,11.741769145439582,121.99101677258517,0.566411480053655,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p20_w0p30,1.05,1.35,1.2000000000000002,0.3,width0p30,35.0,69335,1.200868331309292,0.00232109461594511,162.99984272324573,-22.38100529015704,3.4120862041450843,0.08612192555480284,16.644543663770555,113.68991434196381,0.7610986378465051,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p25_w0p30,1.1,1.4,1.2500000000000002,0.3,width0p30,10.0,115821,1.2523877043474683,0.0016155989233641907,177.4718833720469,-46.28577314220011,3.7042570707663396,0.0875998616983775,32.00001336066026,120.76880437868047,0.529763040003469,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p25_w0p30,1.1,1.4,1.2500000000000002,0.3,width0p30,15.0,110560,1.2525136156875247,0.0015065942993760656,169.11275933704954,-50.55348302950392,3.493794325821665,0.08760414425209852,29.89047302377523,127.75903478959617,0.49401987371183925,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p25_w0p30,1.1,1.4,1.2500000000000002,0.3,width0p30,20.0,102398,1.2525419313757646,0.0014692382659058645,166.62539156731165,-60.73307592475986,3.544021562156251,0.08762183415121401,36.89855739227779,133.84859879264553,0.4817706418217632,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p25_w0p30,1.1,1.4,1.2500000000000002,0.3,width0p30,25.0,92642,1.2525301498648471,0.0017768974132002901,171.08108328585823,-50.69997882712296,3.92753451323805,0.0876961083318549,30.911924332133875,126.79731689410043,0.5826536288048075,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p25_w0p30,1.1,1.4,1.2500000000000002,0.3,width0p30,30.0,82071,1.252510671396766,0.0017328604605593326,159.8571332666026,-50.881503026534745,3.687622511733559,0.087760375063647,26.514904677544145,132.9724371872908,0.5682136898037442,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p25_w0p30,1.1,1.4,1.2500000000000002,0.3,width0p30,35.0,71257,1.2523050313122122,0.0018777636863842606,156.6954850795925,-45.82884072409402,3.6317440554741003,0.08767275832144937,21.085624603408178,132.3231309700972,0.615728188798009,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p30_w0p30,1.15,1.45,1.3000000000000003,0.3,width0p30,10.0,118867,1.3036911966763807,0.0017605031081642734,151.2805865735776,-39.12884455484345,3.9325635544466677,0.08803689865105288,13.311306888935283,132.10531178203848,0.5772778534505263,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p30_w0p30,1.15,1.45,1.3000000000000003,0.3,width0p30,15.0,113567,1.3037975927311014,0.0017296958812309776,148.67894866019512,-37.859353185066816,3.77091760711599,0.08804649318053087,11.432116092448172,133.07104210224634,0.5671760082720986,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p30_w0p30,1.15,1.45,1.3000000000000003,0.3,width0p30,20.0,105213,1.3038911986894577,0.0015723733893129692,154.5942582025139,-48.077045829699486,3.5552191565545552,0.08806103949471633,22.491999428071335,134.6754211983534,0.51558916925276,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p30_w0p30,1.15,1.45,1.3000000000000003,0.3,width0p30,25.0,95151,1.3039219862654066,0.0016214760927934079,160.2057294735757,-51.05933356476349,3.629017046241737,0.08808434277860597,26.779273544560144,132.86249455299802,0.5316901935181261,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p30_w0p30,1.15,1.45,1.3000000000000003,0.3,width0p30,30.0,84247,1.3039869962611346,0.0015260105371041656,145.40072697898395,-60.39144485280255,3.5186864521729326,0.08807674105648289,33.610554539834396,143.73092880956003,0.5003865560458739,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p30_w0p30,1.15,1.45,1.3000000000000003,0.3,width0p30,35.0,73170,1.3037913805808394,0.0013842384901768343,167.7286226329181,-80.76695832320762,3.3700800273489717,0.08810877741131025,54.747966009804706,138.42909184834681,0.45389878641345566,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p35_w0p30,1.2,1.5,1.3500000000000003,0.3,width0p30,10.0,120725,1.3544302310820726,0.0006811785096363742,334.04013745780645,-88.83744064689334,1.8628386067746008,0.08663363586297032,64.36835323805494,137.84418870914348,0.2233618708401748,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p35_w0p30,1.2,1.5,1.3500000000000003,0.3,width0p30,15.0,115432,1.3545890468999544,0.0006449103250862153,250.77130840726795,-88.283730348967,1.7580278191062906,0.08663444346674798,63.68802119418129,136.58096376771002,0.21146935010075124,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p35_w0p30,1.2,1.5,1.3500000000000003,0.3,width0p30,20.0,107005,1.3547589400117754,0.0008150017779738719,337.3846449781316,-56.2873002563687,2.038881595309428,0.0866230166870273,96.30137308982637,120.9853259084619,0.2672431958599066,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p35_w0p30,1.2,1.5,1.3500000000000003,0.3,width0p30,25.0,96775,1.3548538942296726,0.0009297876926954546,294.2216752252394,-45.650591413795674,2.1137732374530107,0.0865954603045904,102.24611101152702,97.5420192976734,0.3048820765580072,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p35_w0p30,1.2,1.5,1.3500000000000003,0.3,width0p30,30.0,85727,1.3549800741014792,0.0010083060580068101,303.51967386360104,-49.014855316306,2.2520516731178617,0.08657860703183741,101.74014902187972,103.07543003133918,0.33062864478227305,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p35_w0p30,1.2,1.5,1.3500000000000003,0.3,width0p30,35.0,74402,1.3548091860960052,0.001319160817302431,351.1220888950641,-38.298920621812286,2.5079023574229335,0.08662331463465361,110.5821830762024,115.84729420539438,0.43255948906699193,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p30,1.25,1.55,1.4000000000000004,0.3,width0p30,10.0,120976,1.4027890121065218,0.0005729236794203708,327.6833260444353,41.13496539036558,1.3592316101470516,0.08455152624544493,165.51530014620997,44.49629534897841,0.18786456571021742,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p30,1.25,1.55,1.4000000000000004,0.3,width0p30,15.0,115818,1.4029499825823484,0.0006062368151715471,312.2880377533115,42.58767594286162,1.4374330744584463,0.08456891469530896,160.95032813950885,33.776284285973176,0.19878811103596108,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p30,1.25,1.55,1.4000000000000004,0.3,width0p30,20.0,107450,1.4031028048644232,0.0010275249284320462,333.85763833360437,28.02400173091695,2.122008007719794,0.0845545116203017,172.3280968992662,56.41666662676966,0.33693060938169533,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p30,1.25,1.55,1.4000000000000004,0.3,width0p30,25.0,97202,1.4032161099931415,0.0013382740094167501,313.9847270172381,22.858909961579545,2.5189620499373655,0.08447270091318652,168.98833110670807,46.802971911750966,0.43882680121496465,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p30,1.25,1.55,1.4000000000000004,0.3,width0p30,30.0,86178,1.4032520527971588,0.0009529705214545298,324.4755723760706,31.16936620969509,1.7920913936399567,0.08448118606351243,175.5486602833577,48.15694964002026,0.3124838430989961,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p40_w0p30,1.25,1.55,1.4000000000000004,0.3,width0p30,35.0,74830,1.40332562220028,0.0014141916427386906,342.21314337602587,15.472899200305015,2.0536552475972654,0.08459724419847162,160.64733397297633,70.70950930358504,0.46372057629544833,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p30,1.3,1.6,1.4500000000000004,0.3,width0p30,10.0,121545,1.4487425003332337,0.000961732566787108,332.1343558855578,52.307391353733216,2.419434666855902,0.08454576978287356,153.96679312716893,42.0855728039249,0.31535696198073504,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p30,1.3,1.6,1.4500000000000004,0.3,width0p30,15.0,116397,1.4488490650540333,0.0008919861019025421,305.5872877502194,59.56489362057041,2.3222025754173705,0.08451008032170385,144.5024435044649,26.409202778955095,0.29248674417333326,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p30,1.3,1.6,1.4500000000000004,0.3,width0p30,20.0,108087,1.448850877694923,0.001025385822583864,333.0409201601621,51.13688171114733,2.4902340621566084,0.08451774452955367,154.9493220489743,43.06916436381463,0.33622918577919475,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p30,1.3,1.6,1.4500000000000004,0.3,width0p30,25.0,97858,1.4488057294561267,0.0013790662816982005,334.76515463976096,40.65766870464817,2.99892256716242,0.08451608213943958,164.08065982118524,49.25534242702567,0.4522027931520421,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p30,1.3,1.6,1.4500000000000004,0.3,width0p30,30.0,86754,1.448839088517828,0.0012040282078768407,348.6046330673105,40.54547578924223,2.493600243555632,0.08451873189292826,156.35788166809516,57.80801428320282,0.3948069254258712,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p45_w0p30,1.3,1.6,1.4500000000000004,0.3,width0p30,35.0,75340,1.449108567414848,0.0012124836908544822,352.81437823659974,43.93506503351923,2.457763750879247,0.08456743562677531,152.0000799273045,58.145246237127175,0.3975795209643761,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p30,1.35,1.65,1.5000000000000004,0.3,width0p30,10.0,121069,1.4951477833048779,0.0008526827629360465,299.83083791629565,56.317246987613046,2.172345035401109,0.08586640853804212,145.26760883200402,23.02923007727128,0.2795989809840507,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p30,1.35,1.65,1.5000000000000004,0.3,width0p30,15.0,116026,1.4952017767719135,0.0008429379231607538,292.0238976519089,53.49360714331869,2.1039846872196093,0.08584245241955074,143.71146027168362,18.296631578623728,0.2764035988449268,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p30,1.35,1.65,1.5000000000000004,0.3,width0p30,20.0,107748,1.4952813724053349,0.0008643371441058653,301.73047919685666,51.71152530984297,2.082187000931146,0.08583637492192048,149.37982072829556,24.21649825387717,0.2834205113828369,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p30,1.35,1.65,1.5000000000000004,0.3,width0p30,25.0,97524,1.4952495930700829,0.0009662859526160898,333.19208785900815,42.4286500203038,2.092828901708097,0.08582808172636609,163.08583211097255,47.302811135723665,0.31685004017247287,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p30,1.35,1.65,1.5000000000000004,0.3,width0p30,30.0,86463,1.4953177914820281,0.000969659698601084,303.80394284194904,41.41053968885461,1.989593622950618,0.0858084316681172,157.05593195277973,28.686505517066884,0.31795630850637857,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p50_w0p30,1.35,1.65,1.5000000000000004,0.3,width0p30,35.0,75148,1.495599301239215,0.0009342594700275167,282.56717069986564,39.08155317770428,1.7665994837588734,0.08580516650337433,142.45179397591204,16.183483515375393,0.3063483949117722,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p30,1.4,1.7,1.5500000000000005,0.3,width0p30,10.0,117930,1.5441516182537638,0.001216544881706613,293.1207692965129,29.904970650572366,2.678273728968185,0.08673570480958509,151.5740118108229,28.800091937473262,0.39891120593936924,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p30,1.4,1.7,1.5500000000000005,0.3,width0p30,15.0,113047,1.5441836022966382,0.0010593132076200484,308.92382992479526,29.958748266907428,2.236411748245709,0.0867104374579573,165.2343569799249,38.630792383653535,0.34735414654526825,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p30,1.4,1.7,1.5500000000000005,0.3,width0p30,20.0,105014,1.5441899702127617,0.000701096808248937,320.99880285673987,51.07956184979078,1.6315123990047642,0.08669862012195817,155.47946762399317,36.05644736586757,0.22989318147184792,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p30,1.4,1.7,1.5500000000000005,0.3,width0p30,25.0,95071,1.5442137444728092,0.0009010487768186568,342.265581997314,32.072503663297056,1.7387168588156783,0.08671421068695702,164.34953504095796,59.2615454001319,0.2954584410126248,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p30,1.4,1.7,1.5500000000000005,0.3,width0p30,30.0,84349,1.5443112027642911,0.0008101914719251326,337.10082202109413,42.3533038144552,1.630355114690261,0.08672075819350454,161.69806460782814,49.77044989351267,0.26566587223157634,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
slide_c1p55_w0p30,1.4,1.7,1.5500000000000005,0.3,width0p30,35.0,73436,1.5444585035221268,0.0003921482166852479,290.55578295471435,60.61171744086501,0.8826797225441598,0.08670674908571227,138.80328631857284,19.539967972005506,0.1285873792058016,145.328335097427,-26.78092675371682,0.003049663342602405,3.7059359584726645
