scenario,point_id,family,eta_fac,clock_factor,delta_neff_initial,tau_n_fac,D_H_1e5,Yp_mass,Li7_H_1e10,stellar_depletion_needed,chi2_total_li_measurement,chi2_total_li_lower_bound,q_pull_chi2,q_He3aBe7g,q_Be7nLi7p,q_Li7paa
su2_expansion_only,eta_clock_tau_grid|eta1.000000|S1.080000|tau1.0000000|q0,eta_clock_tau_grid,1.0,1.08,1.0221714285714292,1.0,2.521647859339564,0.2505047371014882,5.559502185840834,3.83413943851092,273.7965141102519,3.5883826633623648,0.0,0.0,0.0,0.0
su2_plus_modest_rate_controls,random_targeted_li_be|eta0.995107|S1.056254|tau0.9999416|Be7nLi7p+0.93_He3aBe7g-2.82_Li7paa+0.42,random_targeted_li_be,0.9951072613952248,1.0562537519497104,0.7105565008338763,0.9999416348932784,2.515242372839812,0.2493846721357727,5.12661297910958,3.5355951580066067,228.0325382029328,11.752810232420488,8.986588454148283,-2.818656464691473,0.9291589273593704,0.4224072394143281
su2_plus_scanned_rate_controls,random_targeted_li_be|eta0.991619|S1.061054|tau1.0005478|Be7nLi7p+2.31_He3aBe7g-3.02_Li7paa+1.62,random_targeted_li_be,0.9916192089992588,1.0610539832157948,0.7729898396883537,1.0005478357278363,2.535756081263556,0.2496811437793515,4.9531587688873335,3.4159715647498854,219.04076623330823,22.68682447279278,17.047069116206714,-3.0193512568689163,2.305263029914205,1.617513359067426
all_scanned_controls,random_targeted_li_be|eta0.975073|S1.042334|tau1.0006481|Be7nLi7p+2.64_He3aBe7g-3.98,random_targeted_li_be,0.975072621116454,1.0423344760152746,0.531118553610228,1.0006480650364669,2.5850621609074214,0.2486907881809545,4.69411350742009,3.237319660289717,215.2562983342588,46.86793914985124,22.845106011395,-3.982341243245908,2.6431163867180785,0.0
