model,time_s,scale_factor,T_gamma_MeV,T_nu_MeV,T_nu_over_T_gamma,H_s_inv,rho_gamma_MeV4,rho_extra_MeV4,neff_linx_diagnostic,a_Tgamma_over_T0
SBBN,0.2903915614491075,1.0550606295933442e-10,1.5951839918920427,1.5934632577141874,0.9989212942290034,1.7186158761054564,4.260412176317646,0.0,19.127826611656598,0.7165873292379518
SBBN,0.31939813953248,1.1064099837614759e-10,1.5214553733278626,1.5195554739258936,0.9987512618278028,1.5629670939332767,3.525700032979205,0.0,19.114192258675182,0.7167310660628072
SBBN,0.34840471761585246,1.1554849623308312e-10,1.4571323846737776,1.4550583435595745,0.9985766282212803,1.4331824473051213,2.966227986682476,0.0,19.100340410967767,0.716876316786007
SBBN,0.38086813302264855,1.2080526106568472e-10,1.3940454076401416,1.3917820016076683,0.9983763756760945,1.311329799288941,2.484941485894602,0.0,19.08461121376889,0.7170405110131444
SBBN,0.41333154842944464,1.2584323581974694e-10,1.3385455056625748,1.3360985941228483,0.9981719623805279,1.2085847043783726,2.1122292243778955,0.0,19.06868633156656,0.717206045460436
SBBN,0.4484288909153979,1.3107295351938416e-10,1.2854615909084517,1.282822375661141,0.9979468735075581,1.1142122048760927,1.7965731500544362,0.0,19.05127795994517,0.7173863599225799
SBBN,0.4831113248151282,1.3604414056600468e-10,1.2387991445638622,1.235975810171422,0.9977209102824863,1.034405084127764,1.5495731174751295,0.0,19.03391076602834,0.7175656864506725
SBBN,0.5215536776930134,1.413508185438211e-10,1.1926234846532142,1.1896025510004906,0.9974669846002554,0.9583312645916671,1.3311344233440492,0.0,19.014500762013054,0.7177655490554152
SBBN,0.5715821543936036,1.479732147873819e-10,1.1396636778411555,1.1363952741181378,0.9971321331138595,0.8746335544006592,1.1099804120477355,0.0,18.98903979791266,0.7180269430773609
SBBN,0.6216106310941938,1.5431280771258059e-10,1.0932432050979703,1.0897369790729077,0.9967928215709803,0.8043923789557692,0.9398869794921305,0.0,18.963377945325913,0.7182897757468242
SBBN,0.6627954184570618,1.5934337997910968e-10,1.0590486986894128,1.0553537160589228,0.9965110361449265,0.7545166382107618,0.8276985797548331,0.0,18.94214438455196,0.7185067967143834
SBBN,0.6983325951372521,1.6356038954126053e-10,1.032013185286386,1.0281599996880442,0.9962663407277372,0.7162033409611589,0.7463619149546371,0.0,18.92375586125611,0.7186944760495018
SBBN,0.7302663928426331,1.6725957774834586e-10,1.0094260922787508,1.0054340412492033,0.9960452270254522,0.684952640443712,0.6831350872274526,0.0,18.907179760395817,0.7188635233527232
SBBN,0.762200190548014,1.7087911524969907e-10,0.9882771501451042,0.984149416909673,0.995823303984287,0.6563178643021307,0.6276586279827535,0.0,18.89057093451829,0.7190327397316425
SBBN,0.81521130767406,1.767249340839211e-10,0.9559601181781745,0.9516136161683566,0.995453260102418,0.6137316103904421,0.5494998565716959,0.0,18.862935534476637,0.7193140235159596
SBBN,0.8842572968939212,1.8406237075323423e-10,0.9183199798170592,0.9136997429191754,0.9949688158817974,0.5659133889451039,0.467934018920968,0.0,18.826851401581564,0.7196808877567452
SBBN,0.9565882180957114,1.914493270387477e-10,0.883359103665337,0.8784644343987915,0.9944590266334088,0.523217378897948,0.40064307715456526,0.0,18.7889777605239,0.7200655903486567
SBBN,1.0607546997753157,2.0161560348842864e-10,0.8394621335492328,0.8341921321104194,0.9937221689601031,0.4719521593277059,0.32674799353885714,0.0,18.73437702651696,0.720619774664041
SBBN,1.1800506032054636,2.126664161812251e-10,0.7965415065911532,0.7908671164721454,0.9928762153986278,0.4243508082660371,0.2648757082590486,0.0,18.67185730482758,0.7212540225083277
SBBN,1.2993465066356116,2.2317483292341727e-10,0.7597019512682911,0.753646859758571,0.9920296486015189,0.38548409984134047,0.21917017471552366,0.0,18.609434315274974,0.7218872723957293
SBBN,1.4329873860470632,2.3439262495495124e-10,0.7240524656407425,0.7175954665151556,0.9910821391653257,0.349623879207455,0.18083755789577968,0.0,18.53970422096702,0.7225949201290317
SBBN,1.547017235439071,2.4355976446628655e-10,0.6973810224242141,0.6905991879669864,0.9902752810312319,0.3239212574997889,0.15562844780660537,0.0,18.480421961924446,0.7231969650763492
SBBN,1.7284691663834086,2.574815660371677e-10,0.660544584727147,0.6532759041902769,0.9889959274439096,0.29000878978885347,0.12526133392684197,0.0,18.386580402296115,0.7241511138388111
SBBN,1.9284286228593603,2.720078682720883e-10,0.6261715536598902,0.6184034341376423,0.9875942631426735,0.2600240849139716,0.1011537116439829,0.0,18.283962439977124,0.7251965439099022
SBBN,2.128388079335312,2.8580516319036424e-10,0.5967964399546904,0.588562295449249,0.9862027586725105,0.23566973077536377,0.08346672656953678,0.0,18.18226725175773,0.726235072404275
SBBN,2.3283475358112633,2.9897423866578794e-10,0.5713191238670732,0.5626479586381625,0.984822553864085,0.2154956266325769,0.07010089009946702,0.0,18.081559087770245,0.7272662850138321
SBBN,2.563177247268152,3.1374419864505747e-10,0.5453229271266867,0.5361706668957981,0.9832168064542747,0.19581948606627264,0.058186671574099805,0.0,17.96459360406219,0.7284678441155075
SBBN,2.827082332915642,3.2956510336897715e-10,0.5200979601472859,0.5104410419646849,0.9814325013313524,0.1776052018409875,0.048144766876962,0.0,17.83487156533447,0.7298057729870671
SBBN,3.156883077549698,3.483431767108956e-10,0.49317587840129035,0.48293440390314946,0.9792336264876939,0.15912043240520657,0.038923850285467035,0.0,17.675370696474552,0.7314591205284523
SBBN,3.4866838221837537,3.661753863622293e-10,0.47020617265995057,0.45942404093953204,0.9770693530894669,0.14412966294038654,0.03216338805273985,0.0,17.518781081464187,0.7330918631743784
SBBN,3.8164845668178096,3.831933980446195e-10,0.4503120509786481,0.43902705826059896,0.9749396164425894,0.13172740118650725,0.02705594853240062,0.0,17.365090778612817,0.7347041824948015
SBBN,4.159909214812991,4.001605630131765e-10,0.4321912958639431,0.42041760676301665,0.9727581531289494,0.12090082325813764,0.022956863444801648,0.0,17.208095975671945,0.7363617585250396
SBBN,4.557687120905849,4.1897244262669887e-10,0.4138470940613796,0.401546342392518,0.9702770616361095,0.11039793241733484,0.019300480732091174,0.0,17.030078059850428,0.7382548238990788
SBBN,4.95810762811869,4.3710987251013147e-10,0.3976836162271856,0.38488923011168014,0.9678277263798657,0.10152540338348326,0.01645732643201011,0.0,16.85492753629787,0.7401320986343686
SBBN,5.40881214397709,4.5668359490586566e-10,0.3817082794626022,0.36839704328218653,0.9651272008059237,0.09310823351860896,0.013968018671030993,0.0,16.662515317150973,0.7422119045327885
SBBN,5.802140630327033,4.731201238461328e-10,0.36933465526817466,0.35560194056520467,0.9628176925531166,0.08682973468305821,0.012243024731779916,0.0,16.49856996792283,0.7439990921666474
SBBN,6.211039876130847,4.896374642046041e-10,0.35775389020036225,0.34360908055107575,0.9604621779476259,0.08114450329690184,0.010778192754925635,0.0,16.33194649835857,0.7458301397912206
SBBN,6.741633363026809,5.102951136446093e-10,0.3443467575531886,0.32970244065885085,0.9574721800826721,0.0747937623346814,0.009251080882753978,0.0,16.12132536981756,0.7481666275388822
SBBN,7.27222684992277,5.301704929548941e-10,0.33245354186452347,0.31734511124171216,0.9545547611312016,0.06936821064638948,0.008037710187859221,0.0,15.916789581517415,0.7504598148481729
SBBN,7.8596458211543,5.513633582369488e-10,0.3207357466827334,0.3051498621654493,0.951405838985882,0.06421451574726919,0.0069630249126745,0.0,15.697135823959314,0.7529500930145622
SBBN,8.569373657371004,5.759605310997054e-10,0.3082385520425692,0.2921206676863914,0.9477097064939759,0.05892851745150139,0.005939587846625565,0.0,15.440815504892637,0.7558934882058751
SBBN,9.27910149358771,5.995808652645706e-10,0.29722177935643534,0.2806148656330252,0.9441261883319298,0.05444950673098753,0.005134888356956882,0.0,15.19389645253119,0.7587685453669186
SBBN,10.284961376772632,6.315942923531153e-10,0.28363046522029955,0.2663939899665525,0.9392291119349282,0.04915822271736369,0.004258140582506788,0.0,14.859057514577497,0.7627320549212796
SBBN,11.290821259957553,6.621138886938892e-10,0.27191905809788147,0.2541168530640283,0.9345312345578772,0.044807526382994504,0.0035972206283553855,0.0,14.540713228377346,0.76657256070497
SBBN,12.659902425472145,7.015992057528802e-10,0.258303812329282,0.2398176395791811,0.9284324432403847,0.03999390854067116,0.002929083486501664,0.0,14.13172265698617,0.771615298012247
SBBN,14.028983590986737,7.390554811925365e-10,0.2467523552508865,0.22766513342929476,0.9226462426176855,0.03611729059548174,0.0024392353939982916,0.0,13.74825493575684,0.7764603325917048
SBBN,15.666579185632267,7.815942787373402e-10,0.23499223839741432,0.2152759529046881,0.9160981416782693,0.03236768865937864,0.002006423282810305,0.0,13.319734912646485,0.7820163162881131
SBBN,17.30799732126905,8.221147189574482e-10,0.22493211980413458,0.20466671967213557,0.9099043740411746,0.02931913905278877,0.0016842803849888626,0.0,12.919790140612296,0.7873445480403646
SBBN,19.191801542691266,8.663829224848757e-10,0.21502304543155107,0.19421036317974763,0.9032072017674552,0.026460931348637487,0.0014065284487911004,0.0,12.4932921557712,0.7931874177844908
SBBN,20.975591614977763,9.063953855784165e-10,0.20690076737997873,0.1856379138817499,0.8972316353995003,0.024226012986970524,0.0012057489491017605,0.0,12.118008660035503,0.7984738764438871
