model,time_s,scale_factor,T_gamma_MeV,T_nu_MeV,T_nu_over_T_gamma,H_s_inv,rho_gamma_MeV4,rho_extra_MeV4,neff_linx_diagnostic,a_Tgamma_over_T0
SBBN,23.162543680861305,9.532627061654315e-10,0.19825166455442506,0.1765118617061905,0.8903423943647825,0.02195393753053117,0.0010164262113242025,0.0,11.69153409246296,0.8046562145714315
SBBN,25.373129965425854,9.985037015298384e-10,0.19066701703456476,0.16851501752472736,0.8838183978835646,0.02005378537628983,0.0008695824673370271,0.0,11.293803711470684,0.8105992096068754
SBBN,28.430772350539215,1.0580415901610147e-09,0.18166076586578567,0.1590331159653785,0.8754400830990392,0.017910568576178412,0.0007165608057326319,0.0,10.791792934525665,0.8183607750712751
SBBN,31.535957703804787,1.1154077534261013e-09,0.1738744138933021,0.15085450635057746,0.8676061242866314,0.016157576767085267,0.0006013830766172192,0.0,10.331322136048527,0.8257531949797301
SBBN,34.64114305707036,1.1700971373425235e-09,0.16714274269536422,0.14380413035163495,0.8603671809653953,0.014717462689427939,0.0005135214438453903,0.0,9.913472860253439,0.8327034535136706
SBBN,38.6678462288827,1.2375927240995298e-09,0.15962603627632177,0.13596180162688495,0.8517520374403542,0.01319284937476647,0.00042719228914498775,0.0,9.425730568889234,0.8411286032572226
SBBN,42.694549400695045,1.3017593498379386e-09,0.1531711246304048,0.12926026547294817,0.8438944728312696,0.011954487528525501,0.00036217301683363185,0.0,8.989884971413922,0.8489625472893074
SBBN,47.713449606900795,1.3777570329243856e-09,0.1462622046988163,0.1221305117618357,0.8350107398786127,0.010702229885261321,0.00030111816030820184,0.0,8.507398789026059,0.8579968171245339
SBBN,52.732349813106545,1.4499639286008273e-09,0.14032615772881812,0.11604874251587707,0.8269929455358036,0.009687210607145986,0.0002551308771361643,0.0,8.081244949082024,0.866316840510684
SBBN,58.1513217321076,1.5242696116621413e-09,0.1347609709447413,0.11039172976963464,0.8191669219636355,0.008787051676950864,0.00021700263724089896,0.0,7.673718096784361,0.874594712659844
SBBN,63.86489000666132,1.5990507358041238e-09,0.12963786979325131,0.10522929353516025,0.8117172374321001,0.008002609312257696,0.00018583864521047377,0.0,7.293462693008782,0.8826226217796622
SBBN,69.90480598574727,1.674638904681857e-09,0.12487980298062194,0.10047966749251873,0.8046110347252111,0.007312130987479915,0.00016002112004082168,0.0,6.93764410128998,0.890418769097811
SBBN,76.31101176364713,1.7514052828967765e-09,0.12042308583361072,0.09607559775348579,0.7978171053201045,0.006698676203898446,0.0001383717690918228,0.0,6.603705388319738,0.8980020576289128
SBBN,83.23345775913313,1.8308961481337113e-09,0.11615587840085596,0.09190441202123828,0.7912161940188214,0.006141468701163036,0.00011977695274437948,0.0,6.285034554995976,0.9054945256550668
SBBN,90.23482112264112,1.9080652127185047e-09,0.11231005087786489,0.0881875158670064,0.7852148153944717,0.005664502843500812,0.00010468464443230274,0.0,6.00020153130124,0.9124157266760431
SBBN,98.93622627127304,1.9999881549972546e-09,0.10806303885383217,0.08413430969049589,0.7785669418782247,0.0051654361115870615,8.972576942473519e-05,0.0,5.690061759530652,0.9202069826082511
SBBN,109.5666149477039,2.107053283887909e-09,0.10351483387634548,0.07985925409455759,0.7714764261705152,0.0046629274229145895,7.55472820291213e-05,0.0,5.365419635247014,0.928664902747102
SBBN,121.0670880359845,2.2172665601187386e-09,0.09921940651281384,0.07588973183275582,0.7648678267688985,0.004218358140514566,6.376685325861045e-05,0.0,5.068471715587486,0.9366890790636557
SBBN,134.1732660702555,2.3367388429754677e-09,0.0949441979110636,0.07200967827802687,0.7584421150777427,0.0038043962149971943,5.346655547244541e-05,0.0,4.784863647412888,0.944625211225606
SBBN,148.63161141255333,2.4620140142422406e-09,0.09082864173665715,0.06834560901739004,0.752467588533879,0.00343225498034536,4.4781616383166374e-05,0.0,4.52561932753361,0.9521256499475872
SBBN,165.1039326030717,2.59757688801954e-09,0.08674079125011368,0.0647787842989602,0.7468087778006671,0.003087608985453226,3.724791814191284e-05,0.0,4.28394948014383,0.959340359389944
SBBN,183.49920954668247,2.741233270864491e-09,0.08276787960682784,0.06138401011998805,0.741640481930677,0.0027758322196784657,3.087847216247603e-05,0.0,4.066447223930055,0.9660258508091658
SBBN,203.99087405670784,2.8930399903880883e-09,0.0789179093567391,0.05816300620203549,0.7370064244747853,0.0024947614818965963,2.5521768972729627e-05,0.0,3.873972040199578,0.9720999778616715
SBBN,226.55775768999075,3.05164208167215e-09,0.07522891492454012,0.0551401200375021,0.7329644471518898,0.00224413422350919,2.1074034046418484e-05,0.0,3.707991786884748,0.9774607279696486
SBBN,251.88647679909587,3.220495334112479e-09,0.07162921163352474,0.052249079172765896,0.729438143757423,0.0020164427745424825,1.73208488287476e-05,0.0,3.564579686231016,0.9821860694808896
SBBN,280.0623311774517,3.398599450320501e-09,0.06815418259481917,0.04951095921586842,0.7264551833922525,0.0018116971934959661,1.419641021843814e-05,0.0,3.4442284462395274,0.986219126623028
SBBN,311.6019323901722,3.5875891723752734e-09,0.0647850814534762,0.04690278417804514,0.7239750745968763,0.0016266029362668934,1.159066951287179e-05,0.0,3.344793705067712,0.9895976114446543
SBBN,346.8725337890847,3.787862763527763e-09,0.061530281590951634,0.044422919294656325,0.721968405572663,0.0014596659986395133,9.431137938505377e-06,0.0,3.2647198041607326,0.9923481471303782
SBBN,386.3356320108639,4.000137920760433e-09,0.058392810809001064,0.04206553022221934,0.7203888567689067,0.0013092060934741473,7.649728303425646e-06,0.0,3.2018959694229503,0.9945240074732281
SBBN,430.6421101593957,4.225828592622167e-09,0.05536721404929839,0.03981891821948971,0.7191786493724492,0.0011733258376015272,6.183283680512473e-06,0.0,3.1538582259847168,0.996197559116874
SBBN,480.37919375290363,4.465651723102263e-09,0.05245922161449642,0.03768048518079042,0.7182814388229105,0.0010508292709319026,4.9830570051774445e-06,0.0,3.1182771082609944,0.9974419192887454
SBBN,536.3330213972081,4.720939073560057e-09,0.04966697880553295,0.03564289251581951,0.7176376210716656,0.0009403415119790531,4.0038653033428695e-06,0.0,3.0927456365056396,0.9983367615990714
SBBN,599.2323419576168,4.992373857233238e-09,0.04699573391412438,0.03370499268954964,0.7171926020165789,0.0008409202675806636,3.2095358505910047e-06,0.0,3.075086120155325,0.9989562333238862
SBBN,669.8370069852921,5.280478716136934e-09,0.04444996312134309,0.031866035978571045,0.7168967922781077,0.000751690808447302,2.5685859713969174e-06,0.0,3.0633339070406023,0.9993684302396632
SBBN,748.9439752561857,5.585662087336175e-09,0.042032428784045554,0.03012497399867762,0.716707905542501,0.0006718103905717683,2.053744576697158e-06,0.0,3.0558182824121696,0.9996318138526272
SBBN,837.3192213538949,5.9079928826206815e-09,0.03974562280885391,0.02848140288598003,0.7165921898608515,0.0006005124946808761,1.641971872263184e-06,0.0,3.051206140529766,0.9997932372441263
SBBN,936.0069120461671,6.248318764864979e-09,0.0375843802777275,0.026930112284204177,0.7165240476284495,0.0005368821269433395,1.3129193856834068e-06,0.0,3.048485199489072,0.9998883209958866
SBBN,1046.1717361456683,6.607552988565173e-09,0.035542933044387603,0.02546599726111225,0.7164855311549324,0.0004800934494301716,1.0500779524422312e-06,0.0,3.046944364692877,0.9999420747786774
SBBN,1169.1840582677266,6.9868896395532485e-09,0.03361419274249944,0.024083381214183856,0.7164646611826709,0.0004293784508069632,8.400385762963385e-07,0.0,3.046107930198875,0.9999712044596487
SBBN,1306.6306717994157,7.387734034315442e-09,0.03179083062860391,0.02277666281561755,0.7164538442453959,0.000384048402524673,6.720722868071802e-07,0.0,3.0456736241616875,0.9999863041691267
SBBN,1460.3408400933808,7.811683627598085e-09,0.030065727992054474,0.021540545607607493,0.7164484962180212,0.0003434941854447459,5.376447167139117e-07,0.0,3.0454585240430503,0.9999937709697682
SBBN,1632.381359912132,8.260425499457554e-09,0.028432528043241957,0.02037037049096139,0.7164459825725261,0.00030718778459058933,4.300019162856567e-07,0.0,3.0453572548595336,0.9999972817253966
SBBN,1825.0758723730796,8.735714575249565e-09,0.026885625098249436,0.019262068005596142,0.7164448635732231,0.0002746704569025058,3.4378667522488793e-07,0.0,3.0453121006158184,0.9999988459106998
SBBN,2041.0461880503408,9.239402061388412e-09,0.02541996766701579,0.018211993319778266,0.7164443935705558,0.00024553935293538054,2.74731502686133e-07,0.0,3.045293105856639,0.9999995042774389
SBBN,2283.240481116832,9.7734203623912e-09,0.024031030522021962,0.0172168926315559,0.7164442080741561,0.00021943994745261792,2.194310425425695e-07,0.0,3.0452855982143525,0.9999997655765347
SBBN,2554.9823690688086,1.0339807836544696e-08,0.022714676111246203,0.016273796582254016,0.7164441395753268,0.00019605770597432926,1.7515989681334516e-07,0.0,3.0452828219772843,0.9999998636176357
SBBN,2860.02329582326,1.0940724786408825e-08,0.021467078182771947,0.01537996185206794,0.7164441160143944,0.00017511230621056488,1.3973340380494746e-07,0.0,3.0452818657903937,0.9999998989842349
SBBN,3202.603488581416,1.1578471460098337e-08,0.020284663500985244,0.014532827658218846,0.716444108501626,0.00015635306462381926,1.1139859591764796e-07,0.0,3.045281560509364,0.9999999120037203
SBBN,3587.5216782564958,1.2255505886841307e-08,0.01916407212602696,0.013729986527247395,0.7164441062920303,0.0001395553125041224,8.87482244672334e-08,0.0,3.0452814706143316,0.999999917677262
SBBN,4020.2145196234833,1.2974461153555462e-08,0.01810213131738747,0.012969165282874144,0.7164441056958301,0.00012451744524564159,7.065246694391205e-08,0.0,3.045281446330781,0.9999999211585268
SBBN,4506.847183741025,1.3738162498934318e-08,0.01709583798250942,0.012248212351991198,0.7164441055490945,0.00011105843929164786,5.6204366848224566e-08,0.0,3.045281440347665,0.9999999240757904
SBBN,5054.416866871323,1.4549644626859485e-08,0.016142346218489582,0.011565088797441092,0.7164441055163554,9.901570744774551e-05,4.467608590453513e-08,0.0,3.04528143901137,0.9999999269011728
SBBN,5670.871389330588,1.5412169805879038e-08,0.015238957560987174,0.010917861318682918,0.7164441055097776,8.824321010111945e-05,3.54837511371047e-08,0.0,3.0452814387426157,0.9999999297613901
SBBN,6365.245323448928,1.6329247121385032e-08,0.014383112738536466,0.01030469634039005,0.7164441055085959,7.860977412877556e-05,2.8159181343342485e-08,0.0,3.0452814386942877,0.9999999326898092
SBBN,7147.816518058997,1.7304653245462204e-08,0.013572384240073333,0.009723854686495743,0.7164441055084073,6.999758743064195e-05,2.232713874533628e-08,0.0,3.045281438686574,0.9999999356972427
SBBN,8030.286291362893,1.8342454973862452e-08,0.012804469415335234,0.009173686636779272,0.7164441055083809,6.230084734668809e-05,1.7687026837733303e-08,0.0,3.0452814386854903,0.9999999387898235
SBBN,9025.987086777937,1.944703375390478e-08,0.01207718397750276,0.008652627271822075,0.7164441055083777,5.542454590136714e-05,1.3998168437430778e-08,0.0,3.045281438685357,0.9999999419730454
SBBN,10150.122006074118,2.0623112420520645e-08,0.011388455847196239,0.00815919206256616,0.7164441055083774,4.92833775764708e-05,1.1067967007172364e-08,0.0,3.0452814386853455,0.9999999452525814
SBBN,11420.041346717151,2.187578434511449e-08,0.010736319316459205,0.007691972689132928,0.7164441055083772,4.3800757222767054e-05,8.74238976801603e-09,0.0,3.0452814386853433,0.9999999486344536
SBBN,12855.562140491964,2.321054523142378e-08,0.010118909508812371,0.007249633071761295,0.7164441055083776,3.890793695642091e-05,6.898319972032819e-09,0.0,3.045281438685345,0.9999999521250704
SBBN,14479.33768290167,2.463332779586713e-08,0.009534457124114062,0.006830905605793877,0.7164441055083774,3.454321211628857e-05,5.437413569712932e-09,0.0,3.04528143868535,0.9999999557312573
SBBN,16317.2852467046,2.6150539611898797e-08,0.008981283447890863,0.006434587586141366,0.7164441055083774,3.065120727651767e-05,4.281166296829283e-09,0.0,3.045281438685344,0.9999999594602809
SBBN,18399.081532655273,2.7769104394308857e-08,0.008457795618514098,0.006059537816479008,0.7164441055083776,2.718223431228824e-05,3.366954375257718e-09,0.0,3.0452814386853446,0.9999999633198744
SBBN,20758.73706326018,2.9496507046492978e-08,0.007962482135431504,0.005704673391145663,0.7164441055083779,2.4091715236696045e-05,2.6448580613005715e-09,0.0,3.045281438685352,0.9999999673182655
SBBN,23435.26263449156,3.134084281374517e-08,0.007493908596678232,0.00536896664130868,0.716444105508378,2.1339663292753157e-05,2.0751144428337134e-09,0.0,3.045281438685353,0.9999999714641984
SBBN,26473.44317276271,3.3310870902768554e-08,0.007050713656967672,0.005051442239161907,0.7164441055083778,1.8890216451047272e-05,1.6260758368596083e-09,0.0,3.04528143868535,0.9999999757669653
SBBN,29924.73701655738,3.54160729795389e-08,0.006631605191943497,0.004751174449826674,0.7164441055083779,1.6711218013650715e-05,1.2725742695198503e-09,0.0,3.045281438685351,0.9999999802364301
SBBN,33848.32171619741,3.766671696696518e-08,0.006235356661072278,0.004467284525567632,0.7164441055083777,1.4773839594688111e-05,9.946119815563203e-10,0.0,3.0452814386853495,0.999999984883051
SBBN,38312.31111151704,4.0073926610469074e-08,0.00586080365817894,0.004198938234444238,0.7164441055083776,1.3052242200062814e-05,7.763135667866037e-10,0.0,3.045281438685346,0.999999989717909
SBBN,43395.172739799404,4.264975731552006e-08,0.005506840639706739,0.003945343516291877,0.7164441055083777,1.1523271563680088e-05,6.050879739623313e-10,0.0,3.0452814386853477,0.9999999947527248
SBBN,49187.379617387436,4.5407278773381156e-08,0.005172417824535997,0.0037057482616152802,0.7164441055083774,1.016618429785538e-05,4.709587660655374e-10,0.0,3.0452814386853477,0.9999999999998835
SBBN,50508.570982046745,4.6013123766191474e-08,0.005104313701555477,0.0036569554641450695,0.7164441055083776,9.90023478763545e-06,4.4664030988949317e-10,0.0,3.045281438685347,1.0
SU2CMB_asymptotic,0.007689890299633053,1.5495580832849274e-11,8.466444951695133,8.466439763584638,0.9999993872149971,60.58046795965602,3380.748330134659,10142.244990403979,32.442540568907965,0.5585857772596883
SU2CMB_asymptotic,0.007981654105514487,1.5767089618732866e-11,8.320661337667145,8.320654958516343,0.9999992333360843,58.51209974940341,3153.8415488233236,9461.52464646997,32.44246345904931,0.5585863345246277
SU2CMB_asymptotic,0.008433177699104654,1.617828808991729e-11,8.109189904390126,8.109182727778974,0.9999991150027022,55.575613116514354,2845.2364937692787,8535.709481307837,32.44234962773188,0.5585871752228894
SU2CMB_asymptotic,0.00899893116071045,1.6679212826072463e-11,7.865662482265536,7.865654332346279,0.999998963861051,52.28764627417533,2518.544990973343,7555.634972920028,32.44220683175103,0.5585882316180371
SU2CMB_asymptotic,0.009657905371266184,1.7244341986637452e-11,7.607906921679562,7.607897607948336,0.9999987757827058,48.91678167881241,2204.2926311042197,6612.87789331266,32.442039883663995,0.5585894672200709
SU2CMB_asymptotic,0.010395720123515906,1.7855873992702732e-11,7.347367733991294,7.3473571819680945,0.9999985638362497,45.6236415086531,1917.5009740090095,5752.502922027028,32.44185282678207,0.5585908453550573
SU2CMB_asymptotic,0.011225771462578058,1.851973540890376e-11,7.084012555858603,7.084000434279737,0.9999982888823572,42.41151500831123,1657.0124649056693,4971.037394717008,32.441640604135955,0.5585924025517617
SU2CMB_asymptotic,0.012150072707351155,1.9232030988748002e-11,6.821663571270858,6.821649686099159,0.9999979645475691,39.32822427600713,1424.8517335577008,4274.555200673102,32.44140332234918,0.5585941355852769
SU2CMB_asymptotic,0.013163716114892478,1.9984011835464126e-11,6.564992805562517,6.564976757407131,0.9999975554953583,36.42425716984391,1222.2090756525893,3666.6272269577676,32.44114052289307,0.5585960461628635
SU2CMB_asymptotic,0.014289368476887039,2.078723665845273e-11,6.311343744223138,6.311325043916716,0.9999970370324958,33.663876515719465,1043.9887629893137,3131.966288967941,32.440845554068005,0.5585981840591848
SU2CMB_asymptotic,0.015562705811517275,2.1659972615870297e-11,6.057069806139139,6.0570480501411454,0.9999964081645598,31.00584950448506,885.6432187000976,2656.929656100293,32.44050975806741,0.5586006113615168
SU2CMB_asymptotic,0.016957362369789366,2.257718617489776e-11,5.811025273059619,5.810999663972306,0.999995593017392,28.53788623705677,750.2733896429411,2250.8201689288235,32.440135932038636,0.5586033078994734
SU2CMB_asymptotic,0.01835201892806146,2.345856865205278e-11,5.592720970487367,5.592691759285454,0.9999947769248517,26.433847090894233,643.7260663081458,1931.1781989244375,32.43976183197421,0.5586059876513719
SU2CMB_asymptotic,0.020064943235086088,2.449773966145699e-11,5.355514775497421,5.355480742098921,0.9999936451676585,24.23894804374775,541.269273124728,1623.807819374184,32.439296119313155,0.5586092996982253
SU2CMB_asymptotic,0.02189579934858914,2.556179565345415e-11,5.1326146145331,5.132574968155246,0.9999922755981441,22.263101037140828,456.62860217090173,1369.8858065127051,32.438790643218425,0.5586128728994746
SU2CMB_asymptotic,0.023982885624668358,2.6723146939152953e-11,4.909594170717281,4.909547907384916,0.999990576953867,20.370237759960407,382.2881752497275,1146.8645257491826,32.43820768185115,0.5586169624375048
SU2CMB_asymptotic,0.026106662341545236,2.7855262511098903e-11,4.710089999108574,4.710036508145049,0.9999886433245364,18.748208099421372,323.83613586203154,971.5084075860946,32.43760461107375,0.5586211645903473
SU2CMB_asymptotic,0.028575813956348197,2.911620805904971e-11,4.506148285885266,4.50608596664999,0.9999861701765405,17.159637762663998,271.28788698846955,813.8636609654086,32.436892593502584,0.5586260936288754
