scenario,model,galaxy,N_points,success,message,optimisation_starts,successful_starts,best_start_index,profile_objective_start_spread,profile_objective,data_objective,prior_objective,logd,distance_pull,distance_multiplier,logeta_disk,disk_ml_multiplier,logeta_bulge,bulge_ml_multiplier,delta_inc_deg,inclination_pull,trial_inclination_deg,logeta_gas,gas_multiplier
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC08550,11,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,10,2.6716406864579767e-12,5.0648989910436795,4.427647871976339,0.6372511190673407,0.11347326172523176,-0.008706346917199613,1.120161937294291,0.19955815546331004,1.2208632072319716,0.19955815546331004,1.2208632072319716,0.0,0.0,90.0,0.0,1.0
baseline,RAR,UGC08699,41,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,2,1.0906830993917538e-12,25.51595739662185,25.297299731928803,0.2186576646930473,0.231134680144226,0.4604843787611862,1.2600289288999482,0.02032824637353724,1.0205362723840559,0.02032824637353724,1.0205362723840559,0.0,0.0,73.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC08699,41,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,3,1.3859136061000754e-11,25.551930482968856,25.320221054655022,0.2317094283138345,0.23604318199321245,0.4801283831059079,1.266228987277872,0.008610183106143332,1.0086473573484511,0.008610183106143332,1.0086473573484511,0.0,0.0,73.0,0.0,1.0
baseline,RAR,UGC08837,8,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,1,1.7479351299698465e-12,30.146922193990626,14.542095037261682,15.604827156728946,-0.10864411876780063,-2.175900267544007,0.8970496038170068,-0.8242528883188273,0.4385625252834807,-0.8242528883188273,0.4385625252834807,0.0,0.0,80.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC08837,8,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,5,7.460698725481052e-14,31.016536986176998,14.954930861752661,16.061606124424337,-0.10982721308928076,-2.199595017704762,0.8959889370827591,-0.837533129289251,0.4327768121322973,-0.837533129289251,0.4327768121322973,0.0,0.0,80.0,0.0,1.0
baseline,RAR,UGC09992,5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,8,7.007727731433988e-13,6.659008674777391,2.992512799566591,3.6664958752108,-0.450322312374732,-1.8879816120916202,0.6374226692945554,-0.07985193626907526,0.9232530365561379,-0.07985193626907526,0.9232530365561379,0.0,0.0,30.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC09992,5,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,6,7.283063041541027e-13,6.719061566701033,2.9933429782560954,3.7257185884449373,-0.4546260711915387,-1.902327474814309,0.6346852506815739,-0.08172697191394024,0.9215235261569005,-0.08172697191394024,0.9215235261569005,0.0,0.0,30.0,0.0,1.0
baseline,RAR,UGC10310,7,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,2,1.4832579608992091e-13,6.125303262857395,5.219177131458503,0.9061261313988926,-0.09974554130309432,-0.7131367893149771,0.9050676910825117,0.15763130461705938,1.1707344707312335,0.15763130461705938,1.1707344707312335,0.0,0.0,34.0,0.0,1.0
baseline,PLAMB_OPTICAL_DEPTH_KAPPA_P,UGC10310,7,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,11,11,4,1.5543122344752192e-13,5.958363474911255,5.078579709491706,0.8797837654195492,-0.101813483042421,-0.7199699881057958,0.9031979977019905,0.1502969938252445,1.1621793515693917,0.1502969938252445,1.1621793515693917,0.0,0.0,34.0,0.0,1.0
baseline,RAR,UGC11455,36,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,11,11,5,1.6626700016786344e-12,124.35501072641976,122.38329810773952,1.9717126186802367,0.18218337108805377,0.44036782263174234,1.199834188609565,-0.33333436661545407,0.7165305701951796,-0.33333436661545407,0.7165305701951796,0.0,0.0,90.0,0.0,1.0
